"","match_ID","compound_name","elem_formula","LOBdbase_mz","peakgroup_mz","LOBdbase_ppm_match","peakgroup_rt","peakgroup_mzmin","peakgroup_mzmax","peakgroup_rtmin","peakgroup_rtmax","samples","LMG1401_004_QE003116","LMG1401_008_QE003117","LMG1401_009_QE003118","LMG1401_010_QE003119","PAL1314_Stn_E_3m_2Jan14_0.2um_QE003120","xcms_peakgroup","CAMERA_pseudospectrum","LOBdbase_frag_ID","LOBdbase_exact_parent_neutral_mass","lipid_class","species","major_adduct","FA_total_no_C","FA_total_no_DB","degree_oxidation","C1","C1x","C2a","C2b","C3c","C3f","C3r","C4","C5","C6a","C6b","casecodes","iso_C3r.match_ID","iso_C3f.match_ID","iso_C3c.match_ID","ms2_conf","ms2_present","neg_mode.conf","rm.flag_auto","rm.flag_manual"
"898",3333,"PE 32:3","C37H68N1O8P1",686.47553166,686.475855074702,-0.471123422334757,823.11598836241,686.475440712609,686.476223176511,821.777431713903,829.3704654856,3,3.49367097599088,1.17802400781289,2.99739720168788,2.33064569756637,9.74598159978351,10023,136,21782,685.4682552,"IP_DAG","PE","[M+H]+",32,3,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","2689, 3333","3333, 3334","",NA,0,1,NA,0
"14015",3355,"PC 42:10","C50H80N1O8P1",854.56943214,854.569731846815,-0.350710900781691,823.633336747281,854.569131021738,854.570332671892,823.165485895495,824.101187599068,2,4.66805150449616,0,1.69252893260928,0.401915646666688,0,16431,136,38927,853.56215568,"IP_DAG","PC","[M+H]+",42,10,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
"14510",3356,"DGDG 30:0","C45H84O15",882.61484825,882.615310899617,-0.524180640607769,826.241192258848,882.615304307129,882.615317492104,825.457696696814,827.024687820881,2,374.836890629691,15.5352286807997,5.43281901909749,10.219023253395,32.4439916351465,17475,136,8102,864.58102266,"IP_DAG","DGDG","[M+NH4]+",30,0,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","2584, 3356, 3520","","",NA,0,1,NA,0
"12105",3360,"PE 36:9","C41H64N1O8P1",730.4442315,730.444685643454,-0.621735971046214,680.772461749402,730.444356373359,730.444809200845,679.196836130879,682.319067753823,4,3.67484408888562,0.577826418173726,1.0843821093378,0.736678137287087,1.45303838795697,11585,138,22857,729.43695504,"IP_DAG","PE","[M+H]+",36,9,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
"23112",3367,"SQDG 38:8","C47H74O12S1",880.52392468,880.524395037978,-0.534179668769397,680.401732676721,880.523468520865,880.524510714721,680.053386743447,681.143190822084,3,4.6232867372378,1.66196575406702,1.83498762583204,2.70343968182971,0.0843435285568845,17383,138,46989,862.49009909,"IP_DAG","SQDG","[M+NH4]+",38,8,0,1,0,0,0,1,0,0,0,0,0,0,"C1; C3c","","","3366, 3367",NA,0,1,NA,0
"1476",3370,"PG 32:2","C38H71O10P1",736.51231114,736.512921035561,-0.828086036875901,774.673089232715,736.51288991807,736.51295284872,774.466626676524,776.087317963578,5,476.819283695185,90.7257446881264,121.254619782443,120.007611334043,96.0673570825348,11835,141,28749,718.47848555,"IP_DAG","PG","[M+NH4]+",32,2,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","2494, 3370, 4309","3370, 3377, 3378","",7,8,1,0,NA
"649",3372,"PE 40:10","C45H70N1O8P1",784.49118174,784.49160711797,-0.542234227364032,776.959084174213,784.491554441045,784.491718883184,776.771402926905,778.385655223082,5,35.7525043405362,18.0338940911816,19.0676999307543,15.4989623038944,14.5317845624013,13667,141,23882,783.48390528,"IP_DAG","PE","[M+H]+",40,10,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",0,16,1,NA,0
"1479",3398,"MGDG 30:4","C39H66O10",712.49942443,712.500476451383,-1.476522432343,746.950515325423,712.500181726262,712.500480745218,745.821907804568,747.88348235913,3,29.0003290011602,8.05590573267414,13.2203382015898,13.3116188139433,4.21215171822463,10945,144,52280,694.46559884,"IP_DAG","MGDG","[M+NH4]+",30,4,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1369, 1549, 3398","3398, 3412, 3413","",0,4,1,NA,0
"1820",3400,"SQDG 29:0","C38H72O12S1",770.5082746,770.508850621693,-0.747586640807843,749.252215701531,770.508760931192,770.508982852174,745.821907804568,753.722243591181,5,20.3504527212328,66.3877529415086,56.898994911626,58.228436484002,26.2581153867143,13138,144,44319,752.47444901,"IP_DAG","SQDG","[M+NH4]+",29,0,0,0,0,1,0,0,0,1,0,0,0,0,"C2a; C3r","2449, 3400, 4314","","",NA,0,1,NA,0
"2525",3401,"MGDG 38:9","C47H72O10",814.54637467,814.547478812249,-1.35553024740327,746.583842899702,814.547178383556,814.547643190608,745.547195661844,749.045713869315,5,6.63854164949156,3.36296152991663,2.85230635420214,2.44166260997109,8.16475484050699,14878,144,54230,796.51254908,"IP_DAG","MGDG","[M+NH4]+",38,9,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","2267, 3401","3401, 3420, 3421","",0,2,1,NA,0
"2830",3402,"PC 40:11","C48H74N1O8P1",824.5224819,824.523029479148,-0.664116697894729,749.252215701531,824.523012063662,824.523383165705,747.88348235913,753.722243591181,5,85.9779552643077,20.3971848624272,24.9216206560906,17.9167802759563,33.9808787071083,15264,144,38427,823.51520544,"IP_DAG","PC","[M+H]+",40,11,0,0,0,0,1,0,0,0,0,0,0,0,"C2b","","","",4,4,1,0,NA
"3619",3403,"DGDG 36:7","C51H82O15",952.59919817,952.599733231951,-0.561686333990059,746.664023981566,952.599700455076,952.599751332285,745.821907804568,746.950515325423,3,1772.22667294898,348.210992220666,400.184832637577,602.409795278073,684.613386670429,20204,144,9602,934.56537258,"IP_DAG","DGDG","[M+NH4]+",36,7,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",0,5,1,NA,0
"570",3404,"PG 28:0","C34H67O10P1",684.48101098,684.481465578321,-0.664150377069645,746.950515325423,684.480885892809,684.481513416881,746.583842899702,750.53694983735,5,41.3912912441454,5.34451976875622,9.45085555175986,6.00480981483328,4.14158530888983,9956,144,27729,666.44718539,"IP_DAG","PG","[M+NH4]+",28,0,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1744, 3404","3404, 3411","",NA,0,1,NA,0
"11319",3407,"MGDG 32:4","C41H70O10",740.53072459,740.531684556538,-1.29632236265173,747.233662629416,740.531674373403,740.531694739674,746.583842899702,747.88348235913,2,6.24899928514673,14.3985776501565,11.1947019527958,7.65443079158999,1.89063431422541,12003,144,52680,722.496899,"IP_DAG","MGDG","[M+NH4]+",32,4,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","2361, 3407","3407, 3435, 3436","",NA,0,1,NA,0
"2328",3410,"SQDG 32:2","C41H74O12S1",808.52392468,808.524494021026,-0.704173381973565,746.950515325423,808.524344961819,808.524540549358,746.583842899702,748.192108531229,5,100.043780152346,23.7540371676739,28.0460440792161,26.9418061631893,10.6430931104771,14633,144,45099,790.49009909,"IP_DAG","SQDG","[M+NH4]+",32,2,0,0,0,1,0,0,0,1,0,0,0,0,"C2a; C3r","2303, 3410","","",3,4,1,0,NA
"20210",3418,"MGDG 36:8","C45H70O10",788.53072459,788.532138776763,-1.79344535250971,753.617555854274,788.53135303822,788.532341190243,750.204939398156,756.21489533293,4,39.9455710222182,6.24725182923213,7.59156404582636,13.8978352622126,17.2749572797833,13833,144,53705,770.496899,"IP_DAG","MGDG","[M+NH4]+",36,8,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","3416, 3417, 3418","",0,6,1,NA,0
"1480",3446,"DGTS_DGTA 32:1","C42H79N1O7",710.59293097,710.593498367908,-0.798485156391671,963.23730368562,710.593454971933,710.593581587298,962.383106300184,964.59148979063,4,NA,NA,0.637956620819921,0.303806996044563,8.80209077966109,10880,147,15126,709.58565451,"IP_DAG","DGTS_DGTA","[M+H]+",32,1,0,0,0,0,1,0,1,1,0,0,0,0,"C2b; C3f; C3r","2004, 3446","3446, 3453","",NA,0,1,NA,0
"1489",3464,"DGTS_DGTA 32:5","C42H71N1O7",702.53033065,702.530776837635,-0.635115120152626,779.223604442384,702.530674849828,702.53081545444,776.771402926905,780.207746453345,5,NA,NA,3.38599555883716,2.3160217125429,6.74636401779389,10601,148,15226,701.52305419,"IP_DAG","DGTS_DGTA","[M+H]+",32,5,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",NA,0,1,NA,0
"33111",3466,"PC 32:4","C40H72N1O8P1",726.50683182,726.507307619349,-0.654913798263899,782.540511552576,726.50730514216,726.507423476698,781.584678028788,783.75186723902,5,33.3350325749741,6.75759969066942,11.7685029135896,7.18878894637285,12.1109261636779,11447,148,36327,725.49955536,"IP_DAG","PC","[M+H]+",32,4,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","3466, 3592","3465, 3466","",2,2,0,0,NA
"10420",3467,"PG 36:5","C42H73O10P1",786.52796122,786.528594106815,-0.804659015972936,783.963681995751,786.528477328722,786.528950129744,781.410290763409,786.25373846044,5,291.070956899228,29.967772453559,48.3344700090592,42.5250246833225,42.3575699996524,13751,148,29949,768.49413563,"IP_DAG","PG","[M+NH4]+",36,5,0,0,0,1,0,0,1,0,0,0,0,0,"C2a; C3f","","3467, 3490, 3491","",1,7,1,0,NA
"840",3468,"PE 26:0","C31H62N1O8P1",608.42858142,608.4290537496,-0.776310670558797,780.207746453345,608.429043540465,608.429174086006,771.495202143922,781.647838427584,5,4.40531858273991,7.7179518079999,7.5120080211673,5.2320527787519,1.85525060493544,7243,148,20557,607.42130496,"IP_DAG","PE","[M+H]+",26,0,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","3468, 3469, 3470","",NA,0,1,NA,0
"3030",3474,"PE 34:6","C39H66N1O8P1",708.45988158,708.460587495891,-0.99640912492361,779.053448594676,708.460225293705,708.461145201806,777.881545964595,779.277585850303,5,0.860222004346029,0.425697823402343,0.967622078179324,0.615513405963667,1.48575564070003,10787,148,22307,707.45260512,"IP_DAG","PE","[M+H]+",34,6,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","3474, 3475","",NA,0,1,NA,0
"8118",3480,"PG 29:0","C35H69O10P1",698.49666106,698.496391938069,0.385287354262016,779.223604442384,698.495882817309,698.496570169806,776.087317963578,781.410290763409,3,4.92083601008221,0.703855813410869,1.30133778003177,0.970316657630437,1.00347534055915,10467,148,27969,680.46283547,"IP_DAG","PG","[M+NH4]+",29,0,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
"9119",3482,"PG 31:1","C37H71O10P1",724.51231114,724.512705548852,-0.544378398855152,780.463083387829,724.512692124109,724.512718973595,778.385655223082,782.540511552576,2,12.3259040660444,4.38773147269329,8.00209506572153,5.81173307336,15.0531205552012,11375,148,28479,706.47848555,"IP_DAG","PG","[M+NH4]+",31,1,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","2183, 3482","3481, 3482, 3483","",NA,0,1,NA,0
"3326",3511,"PE 39:8","C44H72N1O8P1",774.50683182,774.504968429787,2.40590545661496,811.535530701107,774.490845810202,774.505047530435,808.483237544163,812.549046361199,4,33.8338554017669,5.82161412218223,10.7359892414942,9.36938068616369,2.64100226643513,13272,153,23607,773.49955536,"IP_DAG","PE","[M+H]+",39,8,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","3511, 4331","3511, 3512","",NA,0,1,NA,0
"7610",3520,"DGDG 30:0","C45H84O15",882.61484825,882.615218275429,-0.419237711488541,807.102905962533,882.615053374207,882.615248083077,806.976055426015,807.928938305246,3,42.2095626237961,62.9981428379664,43.750372228833,41.3839668687724,6.00920168406952,17474,153,8102,864.58102266,"IP_DAG","DGDG","[M+NH4]+",30,0,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","2584, 3356, 3520","","",NA,0,1,NA,0
"1560",3521,"DGTS_DGTA 38:6","C48H81N1O7",784.60858105,784.60888563106,-0.388194913097206,934.153316657426,784.608788610242,784.609025342883,932.975162835388,935.909801819403,5,NA,2.9060416745732,7.79757949895681,6.44321617110151,9.61155372296954,13686,155,16676,783.60130459,"IP_DAG","DGTS_DGTA","[M+H]+",38,6,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1860, 3521","3521, 3527","",NA,0,1,NA,0
"1570",3522,"DGDG 34:2","C49H88O15",934.64614841,934.64646928968,-0.343316751671441,933.651338788749,934.645801025981,934.646634434852,932.798004549077,935.245144198587,5,131.728182755843,51.2813174641371,57.5168533891414,49.7123715781483,32.8895215545038,19557,155,9002,916.61232282,"IP_DAG","DGDG","[M+NH4]+",34,2,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",NA,0,1,NA,0
"28116",3534,"DGTS_DGTA 36:4","C46H81N1O7",760.60858105,760.609803350369,-1.60700312856855,933.403286251037,760.609785411956,760.610055290061,932.975162835388,934.153316657426,3,NA,NA,0.110775022052376,1.58925995514139,NA,12780,155,16126,759.60130459,"IP_DAG","DGTS_DGTA","[M+H]+",36,4,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","2025, 3194, 3534","3523, 3534","",NA,0,1,NA,0
"1578",3539,"PG 36:6","C42H71O10P1",784.51231114,784.513889263841,-2.01159856700409,726.250833261282,784.513714430218,784.513945516946,725.871369367657,727.255954322014,3,125.759873101826,24.8307956746556,38.4409476678403,35.1686506053902,14.3998957362208,13671,157,29979,766.47848555,"IP_DAG","PG","[M+NH4]+",36,6,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1738, 2630, 3539","3539, 3547, 3548","",0,11,1,NA,0
"4822",3540,"MGDG 30:3","C39H68O10",714.51507451,714.516082042489,-1.41009269820655,723.539936240888,714.516017398078,714.51612916312,722.674483737498,724.005785971684,3,2.14829693366455,6.99046430999981,4.47568882774535,5.92239737156762,0.273856286087651,11033,157,52255,696.48124892,"IP_DAG","MGDG","[M+NH4]+",30,3,0,0,0,1,0,0,1,0,0,0,0,0,"C2a; C3f","","3540, 3555, 3556","",NA,0,1,NA,0
"5229",3541,"MGDG 32:5","C41H68O10",738.51507451,738.515700440746,-0.84755310761756,725.871369367657,738.515585074896,738.515798421406,724.974544748326,727.085773727571,5,106.106146961426,16.1818408788937,17.082801737571,15.3110107813659,13.4408970027108,11921,157,52705,720.48124892,"IP_DAG","MGDG","[M+NH4]+",32,5,0,0,0,0,1,0,1,1,0,0,0,0,"C2b; C3f; C3r","1762, 2627, 3541","3541, 3557, 3558","",0,8,1,NA,0
"6614",3542,"MGDG 34:7","C43H68O10",762.51507451,762.515538106196,-0.607982992047989,728.110830903141,762.515348542923,762.515813544482,727.085773727571,728.561123988751,5,21.5424592279188,1.92743609096284,2.47865415241619,2.64580551512412,7.63732545748264,12852,157,53205,744.48124892,"IP_DAG","MGDG","[M+NH4]+",34,7,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1765, 3542","3542, 3559, 3560","",NA,0,1,NA,0
"6313",3543,"PE 38:10","C43H66N1O8P1",756.45988158,756.46063359608,-0.994125528643097,727.085773727571,756.460453961722,756.460787338016,725.80376070786,728.561123988751,5,15.3163540163815,1.01043963648168,1.15437320621334,0.697819217390505,8.57293842565902,12596,157,23382,755.45260512,"IP_DAG","PE","[M+H]+",38,10,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",NA,0,1,NA,0
"977",3575,"DGDG 38:9","C53H82O15",976.59919817,976.598747623367,0.461342415822394,728.561123988751,976.597343285038,976.599352309689,727.255954322014,729.393780962791,3,7.94213142348432,4.06172666889956,4.88312275733635,4.45334624370681,16.889933398856,21010,157,10152,958.56537258,"IP_DAG","DGDG","[M+NH4]+",38,9,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","1561, 3575","","",NA,0,1,NA,0
"1580",3577,"SQDG 30:0","C39H74O12S1",784.52392468,784.524548942463,-0.795721383718578,793.056095186124,784.524467053958,784.524733468761,791.77475469741,793.269460357571,5,136.199070497887,132.515872812152,117.301965765115,90.8845975944204,23.1950525272344,13672,160,44559,766.49009909,"IP_DAG","SQDG","[M+NH4]+",30,0,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",2,7,1,0,NA
"1590",3583,"SQDG 34:4","C43H74O12S1",832.52392468,832.52434505577,-0.504941369214498,730.850188144963,832.524219638071,832.524671201762,729.539413592232,732.764218461747,5,81.1877783191359,51.7066376379395,86.5972459772259,62.4059566799594,19.8197757443804,15580,164,45699,814.49009909,"IP_DAG","SQDG","[M+NH4]+",34,4,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",0,1,1,NA,0
"5918",3590,"PC 30:1","C38H74N1O8P1",704.5224819,704.523206793836,-1.02891512255781,868.691499235157,704.523113631342,704.523408078473,867.188884982268,869.556486402994,5,24.8942320995465,9.19578710354628,14.6670470569391,13.0296166156913,4.06839362557737,10662,167,35852,703.51520544,"IP_DAG","PC","[M+H]+",30,1,0,0,0,1,0,0,1,0,0,0,0,0,"C2a; C3f","","3589, 3590","",2,2,1,0,NA
"1596",3606,"DGTS_DGTA 37:5","C47H81N1O7",772.60858105,772.608974397509,-0.509116153980231,864.694453767772,772.608967864203,772.609026034603,863.976533071176,864.921463222339,3,NA,0.419067626650623,1.30031572702899,2.85662324652452,NA,13217,170,16426,771.60130459,"IP_DAG","DGTS_DGTA","[M+H]+",37,5,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1341, 2450, 3606","3606, 3607","",NA,0,1,NA,0
"630",3608,"SQDG 32:0","C41H78O12S1",812.55522484,812.55526831429,-0.0535031813542758,864.694453767772,812.555227610069,812.555791373048,863.976533071176,864.921463222339,5,18.2393331808915,17.0664129940993,17.5805072653668,11.7274190599644,7.86128429839262,14804,170,45039,794.52139925,"IP_DAG","SQDG","[M+NH4]+",32,0,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","2459, 3608","","",NA,0,1,NA,0
"1599",3613,"PE 34:5","C39H68N1O8P1",710.47553166,710.476165919307,-0.89272505323192,820.789620157128,710.476119496706,710.476249685075,819.472035412069,821.024261654647,5,17.8304872454942,12.9548140701103,17.8512736757038,12.4077631034877,10.246801804754,10857,174,22282,709.4682552,"IP_DAG","PE","[M+H]+",34,5,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","3613, 3614","",NA,0,1,NA,0
"12109",3617,"SQDG 31:0","C40H76O12S1",798.53957476,798.540066665296,-0.616006158003864,821.777431713903,798.539987578172,798.540106572604,820.045114317906,823.165485895495,5,3.01405893648003,26.9908129896911,22.4352035499059,20.853220049872,17.3090176261809,14234,174,44799,780.50574917,"IP_DAG","SQDG","[M+NH4]+",31,0,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","390, 3617","","",NA,0,1,NA,0
"1659",3620,"PC 40:9","C48H78N1O8P1",828.55378206,828.554625403328,-1.01784983260002,821.300716912924,828.554600963381,828.554649843276,820.824002111945,821.777431713903,2,24.0242358170712,7.07291110809668,10.5066666243613,7.34101776779212,3.09615201290566,15425,174,38377,827.5465056,"IP_DAG","PC","[M+H]+",40,9,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","2212, 2574, 3620","","",3,3,1,0,NA
"30116",3625,"PC 30:4","C38H68N1O8P1",698.47553166,698.47500509293,0.753880481786376,820.924131883296,698.474535808851,698.475770830124,820.789620157128,822.348166200755,4,2.24317325145503,0.797865414665278,1.13703224237356,1.02679124927768,2.72013330336187,10460,174,35927,697.4682552,"IP_DAG","PC","[M+H]+",30,4,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1410, 1483, 3625","3624, 3625","",NA,0,1,NA,0
"36110",3628,"PC 32:3","C40H74N1O8P1",728.5224819,728.52305686555,-0.789221422521153,821.568893178941,728.522932873463,728.523180857636,820.789620157128,822.348166200755,2,6.17396102118195,1.35690111892298,3.37148023037716,2.00981992799876,1.60610286585049,11523,174,36302,727.51520544,"IP_DAG","PC","[M+H]+",32,3,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1231, 3628","3627, 3628","",1,1,0,0,NA
"11129",3638,"PG 34:3","C40H73O10P1",762.52796122,762.528773083868,-1.06470045622275,744.256478119224,762.516853642608,762.529384366415,741.989306013406,755.268980542745,5,18.4481154174881,12.803272709612,11.118783914375,6.32598527251237,9.46229568987961,12855,184,29319,744.49413563,"IP_DAG","PG","[M+NH4]+",34,3,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","2611, 3638","3637, 3638, 3639","",NA,0,1,NA,0
"19117",3645,"SQDG 37:6","C46H76O12S1",870.53957476,870.540304232511,-0.837954450766803,743.932723886806,870.527455863595,870.540453603077,741.091579125797,746.583842899702,4,0.200753797821213,4.32139592526185,4.41333035571407,3.10012289091515,1.21358813256417,17001,184,46659,852.50574917,"IP_DAG","SQDG","[M+NH4]+",37,6,0,1,0,0,0,1,0,0,0,0,0,0,"C1; C3c","","","3644, 3645",NA,0,1,NA,0
"3103",3718,"MGDG 50:3","C59H108O10",994.82807611,994.828065824317,0.0103391567336024,1199.51497399875,994.827738462039,994.828439978965,1199.22596915109,1201.30071764773,3,0,2.67646652041905,2.48887380153805,0.466904874977277,21.0232735323258,21498,692,56980,976.79425052,"IP_DAG","MGDG","[M+NH4]+",50,3,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","3716, 3717, 3718, 3719","",NA,0,1,NA,0
"2155",3838,"SQDG 43:8","C52H84O12S1",950.60217508,950.602337319366,-0.1706700979352,837.863306241948,950.60221864799,950.602347658106,837.22173734924,839.086566535575,3,0,6.42132671106939,6.30525954780657,5.60410792136079,0,20127,1462,48579,932.56834949,"IP_DAG","SQDG","[M+NH4]+",43,8,0,1,0,0,0,1,0,0,0,0,0,0,"C1; C3c","","","3837, 3838",NA,0,1,NA,0
"3135",3867,"MGDG 52:3","C61H112O10",1022.85937627,1022.86026351142,-0.867412906371481,1237.76178392921,1022.8600238135,1022.86029895966,1237.32825790652,1238.77594526039,3,0,1.02965344975167,1.23124262838829,0.141990794441566,11.0662249720783,22100,1562,57230,1004.82555068,"IP_DAG","MGDG","[M+NH4]+",52,3,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","3865, 3866, 3867, 3868","",NA,0,1,NA,0
"11087",3992,"DGDG 32:4","C47H80O15",902.58354809,902.58418026121,-0.700401875998053,694.363944304566,902.583929633458,902.584430888963,693.872443828564,694.855444780567,2,67.5601331292656,115.940089903848,65.6133054558708,59.7677066794245,139.762211629617,18278,2282,8602,884.5497225,"IP_DAG","DGDG","[M+NH4]+",32,4,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
"3145",4007,"MGDG 32:7","C41H64O10",734.48377435,734.484982690387,-1.64515599771633,605.519118699978,734.484979184071,734.484986196702,605.394510450472,605.643726949483,2,3.92294980754689,4.28685782179995,3.53519834364178,4.6209867323618,0,11754,2334,52755,716.44994876,"IP_DAG","MGDG","[M+NH4]+",32,7,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","2321, 4007","4005, 4006, 4007","",NA,0,1,NA,0
"11093",4008,"DGDG 30:4","C45H76O15",874.55224793,874.552459415518,-0.241821479171457,609.937436550671,874.552304768382,874.552517189247,609.671778498696,610.181961042371,3,17.5615360788409,151.623986413539,105.208179747165,181.463651003708,3.16606295882063,17157,2342,8202,856.51842234,"IP_DAG","DGDG","[M+NH4]+",30,4,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","4008, 4359","","",NA,0,1,NA,0
"2184",4010,"SQDG 38:10","C47H70O12S1",876.49262452,876.4937303364,-1.26163799807506,606.644333358997,876.493721604143,876.493739068658,605.394510450472,607.894156267522,2,1.58188804760367,0.647662288933647,0.933873236901379,1.24678871496193,0,17229,2343,47049,858.45879893,"IP_DAG","SQDG","[M+NH4]+",38,10,0,1,0,0,0,1,0,0,0,0,0,0,"C1; C3c","","","4009, 4010",NA,0,1,NA,0
"11164",4086,"DGTS_DGTA 38:9","C48H75N1O7",778.56163081,778.562165213449,-0.686398388869452,759.701579919393,778.562126920575,778.562179398987,758.553664799076,760.580512496402,4,NA,NA,3.76133454122854,5.02451306034113,23.9470465483372,13427,3007,16751,777.55435435,"IP_DAG","DGTS_DGTA","[M+H]+",38,9,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",0,2,1,NA,0
"3153",4102,"MGDG 34:3","C43H76O10",770.57767483,770.578324619982,-0.843250464702602,849.82882452523,770.577693120468,770.578956119497,849.209936130764,850.447712919696,2,0.0564169865732496,0.810334497888086,1.22784080861271,0.731387121738176,0,13147,3069,53105,752.54384924,"IP_DAG","MGDG","[M+NH4]+",34,3,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1329, 4102","4100, 4101, 4102, 4103","",NA,0,1,NA,0
"2244",4113,"SQDG 36:9","C45H68O12S1",850.47697444,850.477392263028,-0.491280822782292,587.560030275409,850.477333896107,850.477492954823,583.055775278325,593.167237325141,5,164.340504452302,41.807602647516,47.2811145495749,63.8004217439787,36.6898708840391,16263,3181,46419,832.44314885,"IP_DAG","SQDG","[M+NH4]+",36,9,0,1,0,0,0,1,0,0,0,0,0,0,"C1; C3c","","","4112, 4113",0,3,1,NA,0
"2259",4180,"PC 34:3","C42H78N1O8P1",756.55378206,756.554340642632,-0.738325080946079,903.533042697209,756.554141399178,756.554485549491,901.81694213763,905.258679270027,5,25.2559969479173,5.40229103769056,10.8960528971484,5.46687342929511,2.69562614190715,12608,3579,36752,755.5465056,"IP_DAG","PC","[M+H]+",34,3,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","4179, 4180","",11,11,0,0,NA
"11276",4244,"SQDG 30:1","C39H72O12S1",782.5082746,782.508873741307,-0.765667695259196,763.147985156732,782.508858733133,782.508898218129,762.874333596574,764.002306552597,3,1.04590860027443,41.8181048695083,58.5040726016438,47.2724833896634,1.31182801812727,13593,4158,44589,764.47444901,"IP_DAG","SQDG","[M+NH4]+",30,1,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","2497, 4244","","",4,4,1,0,NA
"11284",4260,"DGTS_DGTA 31:1","C41H77N1O7",696.57728089,696.577849097776,-0.815713907542487,924.156112348208,696.577827567385,696.577997219273,919.069546874586,931.874536846902,4,NA,NA,NA,NA,10.8142218159171,10386,4212,14926,695.57000443,"IP_DAG","DGTS_DGTA","[M+H]+",31,1,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","4260, 4261","",NA,0,1,NA,0
"2280",4263,"PC 36:4","C44H80N1O8P1",782.56943214,782.570620269082,-1.51824110780123,922.076500688511,782.569963140451,782.570623266291,918.311101306619,926.85431933405,3,15.1828326675073,3.47168821109207,3.86267326759521,3.89056562425166,0.868453207302922,13604,4215,37252,781.56215568,"IP_DAG","PC","[M+H]+",36,4,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","996, 2300, 4263","4262, 4263","",6,6,1,0,NA
"11302",4293,"MGDG 40:10","C49H74O10",840.56202475,840.562912597882,-1.05625504842241,776.783195562288,840.562904250781,840.562920944983,774.512942529901,779.053448594676,2,6.07494968346279,2.18858068549036,1.78050112198254,1.64043427132144,4.44742186198533,15890,4335,54755,822.52819916,"IP_DAG","MGDG","[M+NH4]+",40,10,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","656, 2191, 4293","","",NA,0,1,NA,0
