"","match_ID","compound_name","elem_formula","LOBdbase_mz","peakgroup_mz","LOBdbase_ppm_match","peakgroup_rt","peakgroup_mzmin","peakgroup_mzmax","peakgroup_rtmin","peakgroup_rtmax","samples","LMG1401_004_QE003116","LMG1401_008_QE003117","LMG1401_009_QE003118","LMG1401_010_QE003119","PAL1314_Stn_E_3m_2Jan14_0.2um_QE003120","xcms_peakgroup","CAMERA_pseudospectrum","LOBdbase_frag_ID","LOBdbase_exact_parent_neutral_mass","lipid_class","species","major_adduct","FA_total_no_C","FA_total_no_DB","degree_oxidation","C1","C1x","C2a","C2b","C3c","C3f","C3r","C4","C5","C6a","C6b","casecodes","iso_C3r.match_ID","iso_C3f.match_ID","iso_C3c.match_ID","ms2_conf","ms2_present","neg_mode.conf","rm.flag_auto","rm.flag_manual"
"12113",2266,"PC 40:10","C48H76N1O8P1",826.53813198,826.538562211426,-0.520522175035106,769.823639175607,826.538521142504,826.53866977466,768.634834589406,770.076928339686,5,357.679174231273,80.687258841885,109.249199330024,92.7080817059237,53.4071658548526,15342,80,38402,825.53085552,"IP_DAG","PC","[M+H]+",40,10,0,0,0,0,1,0,0,0,0,0,0,0,"C2b","","","",17,17,1,0,NA
"11615",2267,"MGDG 38:9","C47H72O10",814.54637467,814.54715300246,-0.955541003561655,773.244730447072,814.5469192626,814.547622276519,772.179486191499,774.466626676524,5,13.6107061065556,1.80957554957791,1.92379450064828,2.93797401969463,7.94287034121371,14877,80,54230,796.51254908,"IP_DAG","MGDG","[M+NH4]+",38,9,0,0,0,0,1,0,1,1,0,0,0,0,"C2b; C3f; C3r","2267, 3401","2267, 2307, 2308","",0,2,1,NA,0
"812",2290,"MGDG 30:2","C39H70O10",716.53072459,716.531436181433,-0.993106657097213,768.801416741786,716.53136755505,716.531504807816,767.525905143887,770.076928339686,2,1.85682803928192,6.32107735266905,3.50247431423208,3.76981334229053,0.189029838926434,11104,80,52230,698.496899,"IP_DAG","MGDG","[M+NH4]+",30,2,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","905, 2290","2288, 2289, 2290","",NA,0,1,NA,0
"901",2296,"PC 36:7","C44H74N1O8P1",776.5224819,776.522955814717,-0.610303922365112,770.076928339686,776.52284155374,776.523280093875,767.469489698921,772.179486191499,5,14.8084130921839,3.52322548444831,7.70310776492897,4.34912542321776,5.07643597243716,13341,80,37327,775.51520544,"IP_DAG","PC","[M+H]+",36,7,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","2295, 2296","",1,1,1,0,NA
"9513",2300,"PC 36:4","C44H80N1O8P1",782.56943214,782.569884366604,-0.577874097093953,772.179486191499,782.56985460864,782.569939158217,770.943546474967,772.373403376183,3,1.11496242937235,8.22779656316476,5.68168108236275,11.0413889654311,0.130178764063484,13603,80,37252,781.56215568,"IP_DAG","PC","[M+H]+",36,4,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","996, 2300, 4263","2299, 2300","",NA,0,1,NA,0
"1094",2303,"SQDG 32:2","C41H74O12S1",808.52392468,808.524497042404,-0.707910287958085,772.373403376183,808.524433214316,808.524685703268,772.179486191499,773.244730447072,3,3.22082331227646,10.9655616637742,14.2009427417684,10.3149863808799,0.261273991040648,14631,80,45099,790.49009909,"IP_DAG","SQDG","[M+NH4]+",32,2,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","2303, 3410","","",NA,0,1,NA,0
"3510",2322,"SQDG 32:4","C41H70O12S1",804.49262452,804.493204063792,-0.720384220535707,660.818645179005,804.493170760414,804.493259524898,660.645376242656,662.38708990191,5,1486.81059454385,370.946845870195,503.076654092536,496.978928234943,190.995572656739,14453,82,45159,786.45879893,"IP_DAG","SQDG","[M+NH4]+",32,4,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",0,10,1,NA,0
"4814",2333,"SQDG 40:10","C49H74O12S1",904.52392468,904.524919301436,-1.09960765975196,660.127277397654,904.524138935641,904.525634737517,658.529831037951,662.959631297715,5,11.9660369001525,6.37171580605012,6.16618191885831,10.9868086363493,3.42233759151127,18355,82,47649,886.49009909,"IP_DAG","SQDG","[M+NH4]+",40,10,0,1,0,0,0,1,0,0,0,0,0,0,"C1; C3c","","","2332, 2333",NA,0,1,NA,0
"1287",2361,"MGDG 32:4","C41H70O10",740.53072459,740.531717291553,-1.34052716484905,816.808446717903,740.516388271394,740.531834457997,816.219815908195,818.462765877885,4,3.09447076754367,9.28471518236883,11.6906767589613,10.8584133172294,8.88904620269303,11999,84,52680,722.496899,"IP_DAG","MGDG","[M+NH4]+",32,4,0,0,0,0,1,0,1,1,0,0,0,0,"C2b; C3f; C3r","2361, 3407","2361, 2370, 2371, 2372","",0,6,1,NA,0
"3316",2363,"DGTS_DGTA 42:11","C52H79N1O7",830.59293097,830.593406817926,-0.572901487701558,816.219815908195,830.593373974837,830.593578260187,814.860628408695,818.462765877885,5,2.50377840761899,13.032391129624,21.0090499986174,22.6961991077806,46.2791181244869,15507,84,17826,829.58565451,"IP_DAG","DGTS_DGTA","[M+H]+",42,11,0,0,0,1,0,0,1,0,0,0,0,0,"C2a; C3f","","2363, 2375","",0,5,1,NA,0
"885",2385,"PE 27:0","C32H64N1O8P1",622.4442315,622.444390837005,-0.25598599352738,816.7076606295,622.444296804716,622.444409845508,811.467423142465,818.710373399145,4,5.65328566182722,3.78375167991244,3.98828417920639,2.91703600547789,2.65080125573393,7743,84,20732,621.43695504,"IP_DAG","PE","[M+H]+",27,0,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","2385, 2386, 2387","",NA,0,1,NA,0
"1076",2388,"PE 30:2","C35H66N1O8P1",660.45988158,660.459906392239,-0.0375681240098668,813.482501004193,660.459555343944,660.460048687237,812.549046361199,814.097681265859,4,1.83362671918795,2.32888186183448,3.07670998639199,2.67930621953408,1.74232942078494,9139,84,21357,659.45260512,"IP_DAG","PE","[M+H]+",30,2,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","2388, 2389","",NA,0,1,NA,0
"14612",2399,"PC 34:5","C42H74N1O8P1",752.5224819,752.522932373827,-0.598618430404187,812.549046361199,752.522888183594,752.52297142103,811.60363825975,813.749018794488,5,134.556085879528,28.2863730891777,47.5197087677555,34.1338292066391,14.7257345443096,12457,84,36802,751.51520544,"IP_DAG","PC","[M+H]+",34,5,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1234, 2399","2398, 2399","",8,8,1,0,NA
"15623",2403,"MGDG 34:4","C43H74O10",768.56202475,768.561700396864,0.422025972409466,817.952939374975,768.561524883527,768.561875910201,817.195505350805,818.710373399145,2,0.656734947110608,1.11241593505914,1.12398255051814,0.0576878079297672,0.157340148862413,13075,84,53130,750.52819916,"IP_DAG","MGDG","[M+NH4]+",34,4,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","2403, 2761, 3129","2401, 2402, 2403, 2404","",NA,0,1,NA,0
"1651",2410,"PG 40:7","C46H77O10P1",838.55926138,838.558547252659,0.851612252365016,818.462765877885,838.558417545522,838.55938227282,813.085006225307,820.824002111945,5,22.1022974274216,11.6244571288509,9.51080468638007,8.08402052091986,2.78178540655004,15814,84,31209,820.52543579,"IP_DAG","PG","[M+NH4]+",40,7,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","2410, 3300","2409, 2410, 2411","",NA,0,1,NA,0
"1288",2421,"MGDG 32:2","C41H74O10",744.56202475,744.562705778898,-0.914670470931575,910.98242869379,744.562689073925,744.562765175791,910.272375644395,912.13670508264,5,179.08858146064,51.8308993579447,44.1332091478359,44.0424925797066,60.8880365895223,12153,85,52630,726.52819916,"IP_DAG","MGDG","[M+NH4]+",32,2,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1190, 1471, 2421","2421, 2422, 2434, 2435","",11,11,1,0,NA
"3020",2423,"DGTS_DGTA 36:5","C46H79N1O7",758.59293097,758.593325896719,-0.520604269586161,908.707813071144,758.593303531198,758.593384487974,908.042179765235,909.826638492456,5,6.03825117193824,15.2081801798215,16.9352628459163,12.155738436331,45.9631149191505,12691,85,16151,757.58565451,"IP_DAG","DGTS_DGTA","[M+H]+",36,5,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","992, 2423, 2910","2423, 2436","",0,4,1,NA,0
"4024",2424,"PG 36:2","C42H79O10P1",792.57491146,792.575382442835,-0.594243935687473,910.272375644395,792.575046622005,792.575426143543,909.280007768207,910.98242869379,5,77.1911575900657,47.5856049918719,48.0098937282423,45.4248163167593,16.1092671875294,14008,85,29859,774.54108587,"IP_DAG","PG","[M+NH4]+",36,2,0,0,0,0,1,1,1,0,0,0,0,0,"C2b; C3c; C3f","","2424, 2441, 2442","2424, 2425, 2441, 2442",NA,0,1,NA,0
"12114",2429,"PG 34:1","C40H77O10P1",766.55926138,766.559564221417,-0.39506589022892,906.959767590749,766.55950845876,766.559619984074,906.389356442584,907.530178738914,2,37.8820804783832,1.88226641910712,5.43900719470768,7.96437389661677,16.3690356265607,13005,85,29259,748.52543579,"IP_DAG","PG","[M+NH4]+",34,1,0,0,0,0,1,0,1,0,0,0,0,0,"C2b; C3f","","2429, 2447, 2448","",NA,0,1,NA,0
"1290",2468,"MGDG 32:8","C41H62O10",732.46812427,732.468758663959,-0.866104527923222,616.180014084387,732.468684475324,732.468762058123,615.338926258313,616.768140563861,3,254.769718676777,17.1831347513458,17.6873894197878,27.7243382732305,140.382047187572,11663,86,52780,714.43429868,"IP_DAG","MGDG","[M+NH4]+",32,8,0,0,0,0,1,0,1,1,0,0,0,0,"C2b; C3f; C3r","599, 814, 1796, 1875, 2468","2468, 2474, 2475","",0,2,1,NA,0
"1295",2491,"DGTS_DGTA 38:10","C48H73N1O7",776.54598073,776.546462590363,-0.620517489679873,737.370912608621,776.54644810571,776.54651938111,736.428751779773,738.689605071437,5,NA,1.26869610351565,6.19899324460441,5.06717834747427,20.5147455541696,13344,87,16776,775.53870427,"IP_DAG","DGTS_DGTA","[M+H]+",38,10,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",0,1,1,NA,0
"2911",2492,"PC 38:9","C46H74N1O8P1",800.5224819,800.523016316257,-0.667584320039221,740.969601511207,800.522851376684,800.523033815364,739.635515453494,741.93757542027,5,79.2203413819196,12.2924182931834,23.0295999729293,12.6625451921844,38.8055568518291,14303,87,37877,799.51520544,"IP_DAG","PC","[M+H]+",38,9,0,0,0,1,0,0,0,1,0,0,0,0,"C2a; C3r","937, 2492, 2941","","",14,14,1,0,NA
"1874",2494,"PG 32:2","C38H71O10P1",736.51231114,736.513275896438,-1.30989859056096,735.386349053679,736.513071333586,736.514031890613,734.127196882378,741.989306013406,5,91.4337760376177,27.2394012556301,39.9460110227312,30.0727627606742,15.1359151008656,11836,87,28749,718.47848555,"IP_DAG","PG","[M+NH4]+",32,2,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","2494, 3370, 4309","2494, 2531, 2532","",5,6,1,0,NA
"2064",2497,"SQDG 30:1","C39H72O12S1",782.5082746,782.508961368335,-0.877649933234696,731.867561547819,782.50887032436,782.509069230865,730.850188144963,732.764218461747,5,566.683937483896,108.572199451923,142.205026324769,140.688512153374,30.8643307505296,13592,87,44589,764.47444901,"IP_DAG","SQDG","[M+NH4]+",30,1,0,0,0,1,0,0,0,1,0,0,0,0,"C2a; C3r","2497, 4244","","",10,10,1,0,NA
"2153",2498,"MGDG 38:10","C47H70O10",812.53072459,812.530849457185,-0.153676878002668,735.719667920246,812.530661712465,812.531037201905,734.068423231872,737.370912608621,2,10.9170204365473,1.39481558640319,2.17705675198736,1.28886468656977,7.18354789617451,14802,87,54255,794.496899,"IP_DAG","MGDG","[M+NH4]+",38,10,0,0,0,0,1,0,0,1,0,0,0,0,"C2b; C3r","1374, 2498","","",NA,0,1,NA,0
"2019",2502,"PG 32:3","C38H69O10P1",734.49666106,734.497450914803,-1.07536881325923,734.61923707822,734.497229090863,734.497672738743,731.867561547819,737.370912608621,2,22.0819696721986,3.1960046525825,0.659996605057421,2.6135081850981,1.42818455266671,11757,87,28779,716.46283547,"IP_DAG","PG","[M+NH4]+",32,3,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1747, 2502, 2980","2501, 2502, 2503","",NA,0,1,NA,0
"2322",2506,"MGDG 34:6","C43H70O10",764.53072459,764.532433855865,-2.23570591781271,739.196723488848,764.532021688968,764.546981926664,732.735302904955,740.969601511207,4,7.30967058066056,0.173118112224688,2.28705845112988,1.08554944698742,4.86023934712656,12932,87,53180,746.496899,"IP_DAG","MGDG","[M+NH4]+",34,6,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1366, 2262, 2506","2504, 2505, 2506","",NA,0,1,NA,0
"1934",2533,"DGTS_DGTA 36:8","C46H73N1O7",752.54598073,752.546533665676,-0.734753344435209,732.764218461747,752.546470797888,752.546771312572,731.867561547819,734.068423231872,5,NA,NA,1.58875246389412,0.990942965568967,3.66826413057169,12462,87,16226,751.53870427,"IP_DAG","DGTS_DGTA","[M+H]+",36,8,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","2533, 2750","","",0,3,1,NA,0
"12213",2550,"PC 38:6","C46H80N1O8P1",806.56943214,806.569888711986,-0.566066562353616,917.481643571689,806.569862825715,806.569960668352,916.030661684897,919.069546874586,5,197.16497242135,67.1643417277395,71.7282482901143,73.3307197897446,19.1226488420912,14561,90,37802,805.56215568,"IP_DAG","PC","[M+H]+",38,6,0,0,0,0,1,0,1,1,0,0,0,0,"C2b; C3f; C3r","1770, 2550","2549, 2550","",8,8,1,0,NA
"12710",2574,"PC 40:9","C48H78N1O8P1",828.55378206,828.55181903472,2.36921889960097,915.591409666281,828.55176186473,828.551903981773,914.821009395374,917.766431095861,4,21.1485514765333,7.94143659615259,8.67581130487309,8.67972949330087,1.66411189063387,15423,90,38377,827.5465056,"IP_DAG","PC","[M+H]+",40,9,0,1,0,0,0,1,0,1,0,0,0,0,"C1; C3c; C3r","2212, 2574, 3620","","2574, 2575",2,2,0,0,NA
"1409",2584,"DGDG 30:0","C45H84O15",882.61484825,882.615028240031,-0.20392817062482,913.235517024045,882.614856054419,882.615068433739,912.5359386383,913.785474365128,3,138.45914473712,27.8327027335337,29.0498314169081,22.6366385593107,13.1160958861913,17472,90,8102,864.58102266,"IP_DAG","DGDG","[M+NH4]+",30,0,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","2584, 3356, 3520","","",NA,0,1,NA,0
"2516",2589,"DGTS_DGTA 40:10","C50H77N1O7",804.57728089,804.577694261764,-0.513775088329072,788.614597618271,804.577669628094,804.577764286825,787.658061112461,789.493289546696,4,NA,11.9540712036037,22.0692144076213,20.4955115216781,37.8666125644592,14469,91,17276,803.57000443,"IP_DAG","DGTS_DGTA","[M+H]+",40,10,0,0,0,1,0,0,0,1,0,0,0,0,"C2a; C3r","749, 1485, 2589","","",0,5,1,NA,0
"3518",2592,"SQDG 38:6","C47H78O12S1",884.55522484,884.556131593821,-1.02509577232165,786.301530837572,884.555662731549,884.556290465847,784.857552473505,794.662691298583,5,107.873046551574,35.9200365945185,31.2389875813239,19.9730382362956,11.5386981018403,17560,91,46929,866.52139925,"IP_DAG","SQDG","[M+NH4]+",38,6,0,0,0,1,0,1,0,0,0,0,0,0,"C2a; C3c","","","2591, 2592",0,2,1,NA,0
"12715",2593,"DGDG 34:5","C49H82O15",928.59919817,928.599616203422,-0.450176375823078,790.944908339964,928.597543303108,928.599794754448,787.658061112461,795.381339107494,5,108.919918286686,83.5771812343542,76.4829257328286,138.166876671796,36.6097850151899,19307,91,9077,910.56537258,"IP_DAG","DGDG","[M+NH4]+",34,5,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",NA,0,1,NA,0
"1418",2594,"PE 32:4","C37H66N1O8P1",684.45988158,684.460066643273,-0.270378553872927,790.195259954691,684.459748125272,684.460309839995,788.615053083132,792.326538223627,4,2.52336165995127,1.82890472747037,2.64341557158821,1.76772528526239,2.66800570301059,9952,91,21807,683.45260512,"IP_DAG","PE","[M+H]+",32,4,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","2594, 2595","",NA,0,1,NA,0
"3428",2603,"DGDG 30:2","C45H80O15",878.58354809,878.58379275602,-0.278477807130409,788.61414215341,878.582573880397,878.583914214752,787.159616278342,789.987849772301,5,87.9941793505622,36.7496297458898,38.2816569056973,36.7654184662115,5.01767658742879,17310,91,8152,860.5497225,"IP_DAG","DGDG","[M+NH4]+",30,2,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","1446, 2603","","",0,1,1,NA,0
"10213",2615,"PC 38:8","C46H76N1O8P1",802.53813198,802.538757129768,-0.77896581243032,790.897230362686,802.538607515472,802.538870484648,783.059703906154,791.77475469741,5,39.8432571986532,10.609103001619,17.044272663824,10.0091063044889,6.93312486672476,14384,91,37852,801.53085552,"IP_DAG","PC","[M+H]+",38,8,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","2615, 3133","2614, 2615","",14,14,1,0,NA
"1308",2626,"PG 30:1","C36H69O10P1",710.49666106,710.497291204729,-0.886907375595064,760.580512496402,710.497280685247,710.497325329169,759.453746443204,760.852937554364,5,511.77344567747,132.405770764314,150.173059930928,147.533272297089,57.63574415481,10863,92,28239,692.46283547,"IP_DAG","PG","[M+NH4]+",30,1,0,0,0,0,1,1,1,1,0,0,0,0,"C2b; C3c; C3f; C3r","2184, 2626, 2973","2626, 2644, 2645","2626, 2643, 2644, 2645",NA,9,1,NA,0
"4026",2627,"MGDG 32:5","C41H68O10",738.51507451,738.516043148663,-1.31160310274719,759.453746443204,738.515783984804,738.516190953353,758.293892391191,760.656510674134,5,94.3371257554115,8.14041596054672,8.64149660636683,10.1393393473448,17.1146030145553,11922,92,52705,720.48124892,"IP_DAG","MGDG","[M+NH4]+",32,5,0,0,0,0,1,0,1,1,0,0,0,0,"C2b; C3f; C3r","1762, 2627, 3541","2627, 2647, 2648","",0,8,1,NA,0
"5016",2632,"PG 34:4","C40H71O10P1",760.51231114,760.512787377151,-0.626205709473418,757.151000181273,760.512361463519,760.512901231535,755.947188988945,759.949413395583,5,31.708481807366,10.2600054338221,20.2897367506432,14.4591078973206,66.465345970167,12762,92,29349,742.47848555,"IP_DAG","PG","[M+NH4]+",34,4,0,0,0,0,1,0,1,1,0,0,0,0,"C2b; C3f; C3r","1425, 2632","2632, 2654, 2655","",NA,0,1,NA,0
"15818",2636,"SQDG 36:5","C45H76O12S1",858.53957476,858.539784722266,-0.24455746953489,757.619412821923,858.539621923315,858.539958011026,756.010131160807,758.553664799076,5,50.5915251881887,44.0020506592221,29.8250919596813,33.459621116788,13.0947177384896,16575,92,46299,840.50574917,"IP_DAG","SQDG","[M+NH4]+",36,5,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",0,1,1,NA,0
"3227",2646,"DGTS_DGTA 33:6","C43H71N1O7",714.53033065,714.530597812686,-0.373899713597102,758.293892391191,714.51584439195,714.530661867813,756.21489533293,764.516710276067,5,NA,NA,0.756001572994375,3.31034549745169,NA,11035,92,15476,713.52305419,"IP_DAG","DGTS_DGTA","[M+H]+",33,6,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",0,1,1,NA,0
"4513",2650,"PC 34:8","C42H68N1O8P1",746.47553166,746.47369501988,2.46041570271782,759.453746443204,746.473402512253,746.47399025593,757.619412821923,760.656510674134,3,2.25446761182546,0.312259522521355,0.759423171834309,0.399506193130736,1.17660444807932,12209,92,36877,745.4682552,"IP_DAG","PC","[M+H]+",34,8,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","2650, 3081","2649, 2650","",NA,0,1,NA,0
"14110",2662,"PE 40:11","C45H68N1O8P1",782.47553166,782.476216332946,-0.875008762140706,755.947188988945,782.462869232337,782.476976330403,749.045713869315,757.619412821923,5,2.12145462330596,1.9832497072506,1.87603921784934,1.43370702880884,26.6112596224628,13588,92,23907,781.4682552,"IP_DAG","PE","[M+H]+",40,11,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",0,1,1,NA,0
"1320",2684,"PE 30:0","C35H70N1O8P1",664.49118174,664.491754457415,-0.861888661737475,851.45089333105,664.491668241484,664.491861592573,850.447712919696,853.219717318911,5,52.4993421623188,61.8493113561327,53.2242136652525,58.8373541135457,23.5794193328134,9280,94,21307,663.48390528,"IP_DAG","PE","[M+H]+",30,0,0,0,0,1,0,0,1,0,0,0,0,0,"C2a; C3f","","2684, 2685","",NA,0,1,NA,0
"1757",2693,"MGDG 32:3","C41H72O10",742.54637467,742.547254430683,-1.18478887443427,855.543744838393,742.547041372312,742.547378604317,848.489886841113,857.086750490486,5,50.0303690182558,4.76840872907275,4.8273019351778,5.56274625242116,12.4240950738762,12089,94,52655,724.51254908,"IP_DAG","MGDG","[M+NH4]+",32,3,0,0,0,0,1,0,1,0,0,0,0,0,"C2b; C3f","","2693, 2694, 2745, 2746","",1,4,1,0,NA
"1656",2695,"DGTS_DGTA 34:5","C44H75N1O7",730.56163081,730.562047596985,-0.570502155436358,855.543744838393,730.561882104675,730.562147190149,855.533157242705,857.086750490486,3,NA,0.714875147347258,3.32033630484672,1.30128227904941,36.4000015649189,11601,94,15676,729.55435435,"IP_DAG","DGTS_DGTA","[M+H]+",34,5,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","1192, 2695","2695, 2739","",0,8,1,NA,0
"18611",2698,"PC 34:4","C42H76N1O8P1",754.53813198,754.538659208473,-0.698743311590293,862.389254665631,754.538543789396,754.538815884889,860.164511439534,866.407777592199,5,44.350523656969,8.71225020990825,15.8150073963297,8.69043473278934,11.610879440121,12535,94,36777,753.53085552,"IP_DAG","PC","[M+H]+",34,4,0,0,0,1,0,0,1,0,0,0,0,0,"C2a; C3f","","2697, 2698","",12,12,1,0,NA
"1892",2699,"DGTS_DGTA 36:6","C46H77N1O7",756.57728089,756.57765719229,-0.497374557661649,857.800589730765,756.577644357533,756.577777447364,850.851439372796,861.736802113092,5,NA,5.17603501435467,8.83516524875049,10.8702645503302,2.54963909647069,12613,94,16176,755.57000443,"IP_DAG","DGTS_DGTA","[M+H]+",36,6,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","2699, 4319","2699, 2755","",1,9,1,0,NA
"2108",2700,"MGDG 36:6","C45H74O10",792.56202475,792.563117134325,-1.37829506170333,853.219717318911,792.562909904353,792.563317308032,847.757042896141,853.665539838195,5,18.028418333785,5.52097548242108,4.87319561956912,5.70208781142475,4.36861388984336,14005,94,53655,774.52819916,"IP_DAG","MGDG","[M+NH4]+",36,6,0,0,0,1,0,0,1,1,0,0,0,0,"C2a; C3f; C3r","2700, 3320, 4285","2700, 2701, 2767, 2768","",0,5,1,NA,0
"2204",2702,"MGDG 38:7","C47H76O10",818.57767483,818.577997004715,-0.393578673610382,848.952036161214,818.577838177469,818.578121115913,848.174994715124,853.219717318911,4,5.82280690511059,2.21839492211265,1.50086177551804,1.02883720071452,1.05322923175717,15042,94,54180,800.54384924,"IP_DAG","MGDG","[M+NH4]+",38,7,0,0,0,1,0,0,1,0,0,0,0,0,"C2a; C3f","","2702, 2703, 2771, 2772","",NA,0,1,NA,0
"2293",2704,"DGDG 30:1","C45H82O15",880.59919817,880.599709843264,-0.581051249282267,848.489886841113,880.59787383832,880.599786133092,843.16909197681,849.209936130764,5,976.673358113319,362.261197496938,421.2596756682,349.419823547309,190.274603062557,17393,94,8127,862.56537258,"IP_DAG","DGDG","[M+NH4]+",30,1,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",2,2,1,0,NA
"2346",2705,"DGDG 32:2","C47H84O15",906.61484825,906.615340167974,-0.542587599222873,860.164511439534,906.615298533073,906.61545063563,859.408617009174,861.690852317881,5,1423.99923904584,354.037803649097,421.509340803943,310.544787881568,148.962289002988,18447,94,8552,888.58102266,"IP_DAG","DGDG","[M+NH4]+",32,2,0,0,0,1,0,0,0,0,0,0,0,0,"C2a","","","",6,6,1,0,NA
"10514",2716,"PE 28:0","C33H66N1O8P1",636.45988158,636.460421046049,-0.847604169432751,859.410758126823,636.460091550264,636.460525318645,853.219717318911,860.347039951306,5,7.19817944706251,7.66931526864224,6.92267011943492,4.56449194853966,3.7714029841297,8232,94,20907,635.45260512,"IP_DAG","PE","[M+H]+",28,0,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","2716, 4218","2716, 2717, 2718","",NA,0,1,NA,0
"1695",2740,"DGTS_DGTA 34:4","C44H77N1O7",732.57728089,732.578411865285,-1.54383068485273,849.82882452523,732.578173653416,732.578947879542,847.757042896141,850.981268414428,4,NA,1.0740349593484,2.28557030758237,4.13277931124119,NA,11686,94,15651,731.57000443,"IP_DAG","DGTS_DGTA","[M+H]+",34,4,0,1,0,0,0,0,1,1,0,0,0,0,"C1; C3f; C3r","1840, 2740","2740, 2741","",NA,0,1,NA,0
"1842",2752,"PG 33:1","C39H75O10P1",752.5436113,752.544611028033,-1.32846524502795,859.408617009174,752.54389478839,752.544641081315,858.108431930361,859.410758126823,3,6.5355038842054,4.76313128924711,4.53659603522762,4.0872679923326,24.4339108396623,12463,94,28989,734.50978571,"IP_DAG","PG","[M+NH4]+",33,1,0,1,0,0,0,1,1,1,0,0,0,0,"C1; C3c; C3f; C3r","1216, 2752","2751, 2752, 2753","2750, 2751, 2752, 2753, 2754",NA,0,1,NA,0
"1946",2756,"PE 38:7","C43H72N1O8P1",762.50683182,762.507454132101,-0.816139705697073,859.410758126823,762.507176261061,762.507656367033,857.800589730765,860.347039951306,5,7.64358433225935,2.97494064323249,4.1534294729436,2.63452311990517,2.93607888353491,12847,94,23307,761.49955536,"IP_DAG","PE","[M+H]+",38,7,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","2756, 2757","",0,1,1,NA,0
"22411",2775,"PC 40:8","C48H80N1O8P1",830.56943214,830.569847917089,-0.500592813505804,863.976533071176,830.569767825441,830.570300140449,862.539292426359,869.275241143686,5,9.33412393713321,4.12782387820938,6.33510095915331,4.37481038860972,0.981190247860033,15502,94,38352,829.56215568,"IP_DAG","PC","[M+H]+",40,8,0,1,0,0,0,0,1,0,0,0,0,0,"C1; C3f","","2774, 2775","",6,6,1,0,NA
"2264",2776,"PE 44:11","C49H76N1O8P1",838.53813198,838.538287908685,-0.185953004181387,857.800589730765,838.537921813621,838.538634564393,857.165091682067,858.108431930361,3,0,1.17266104006426,1.57370453472181,0.928814226857753,0.268788201691342,15811,94,24957,837.53085552,"IP_DAG","PE","[M+H]+",44,11,0,1,0,0,0,0,0,1,0,0,0,0,"C1; C3r","2276, 2776","","",NA,0,1,NA,0
"2442",2777,"DGDG 36:5","C51H86O15",956.63049833,956.630641162033,-0.149307421248369,863.667185751587,956.630171742865,956.630954964371,857.086750490486,866.309265377137,4,10.8908907692655,27.233256607625,22.9839003392343,20.0263264013198,51.94956881176,20351,94,9552,938.59667274,"IP_DAG","DGDG","[M+NH4]+",36,5,0,1,0,0,0,0,0,0,0,0,0,0,"C1","","","",NA,0,1,NA,0
"6115",2781,"PG 30:4","C36H63O10P1",704.44971082,704.449539012795,0.24388853015187,587.258510669126,704.449206971636,704.44982729991,586.375719951377,587.560030275409,4,1.3046726463388,21.4495715898564,28.1265933025186,29.6371236589071,1.22377270177206,10651,95,28329,686.41588523,"IP_DAG","PG","[M+NH4]+",30,4,0,0,0,1,0,0,1,0,0,0,0,0,"C2a; C3f","","2781, 2787, 2788","",NA,0,1,NA,0
