Batch,scan006
EV300,140607
Data Mode,%T  None
Sample,Mylar_%T_190-800
Cycle,Cycle01
Date Collected,7/28/2016
Time Collected,2:29:24PM
Entries,Data Points
nm,%T
370.40,77.3974
370.60,77.4751
370.80,77.3960
371.00,77.5393
371.20,77.5377
371.40,77.6254
371.60,77.6302
371.80,77.7087
372.00,77.8067
372.20,77.8728
372.40,78.0109
372.60,78.0113
372.80,77.9913
373.00,78.1098
373.20,78.2118
373.40,78.1565
373.60,78.2362
373.80,78.4617
374.00,78.4644
374.20,78.4494
374.40,78.5224
374.60,78.7037
374.80,78.7886
375.00,78.8007
375.20,78.8821
375.40,78.7901
375.60,78.9882
375.80,79.0617
376.00,79.1984
376.20,79.2429
376.40,79.2932
376.60,79.2963
376.80,79.2838
377.00,79.3595
377.20,79.4329
377.40,79.4507
377.60,79.4817
377.80,79.4319
378.00,79.5956
378.20,79.4918
378.40,79.5601
378.60,79.6323
378.80,79.6300
379.00,79.7162
379.20,79.7824
379.40,79.8111
379.60,79.7921
379.80,79.8580
380.00,79.9432
380.20,79.8548
380.40,79.9761
380.60,79.7962
380.80,79.8461
381.00,79.9275
381.20,80.0302
381.40,79.8386
381.60,79.9327
381.80,80.0063
382.00,79.9438
382.20,79.9370
382.40,79.9312
382.60,80.0148
382.80,79.9751
383.00,80.0812
383.20,79.8798
383.40,79.8829
383.60,79.9326
383.80,79.8083
384.00,79.8613
384.20,79.8528
384.40,79.8056
384.60,79.8603
384.80,79.8436
385.00,79.7824
385.20,79.7563
385.40,79.7677
385.60,79.8491
385.80,79.7715
386.00,79.7012
386.20,79.6958
386.40,79.6558
386.60,79.7376
386.80,79.6994
387.00,79.7577
387.20,79.6647
387.40,79.7479
387.60,79.7316
387.80,79.6977
388.00,79.7053
388.20,79.7039
388.40,79.6939
388.60,79.6792
388.80,79.7114
389.00,79.6866
389.20,79.6158
389.40,79.7318
389.60,79.6579
389.80,79.6111
390.00,79.6996
390.20,79.7445
390.40,79.7313
390.60,79.7926
390.80,79.8356
391.00,79.7440
391.20,79.8227
391.40,79.8503
391.60,80.0090
391.80,79.8702
392.00,79.8347
392.20,79.8007
392.40,79.9132
392.60,79.9906
392.80,80.0565
393.00,79.9552
393.20,80.0582
393.40,80.1475
393.60,80.1458
393.80,80.2566
394.00,80.2804
394.20,80.2822
394.40,80.3619
394.60,80.3615
394.80,80.3739
395.00,80.3909
395.20,80.4098
395.40,80.4077
395.60,80.5079
395.80,80.5148
396.00,80.6214
396.20,80.5929
396.40,80.6813
396.60,80.7193
396.80,80.7314
397.00,80.7921
397.20,80.8539
397.40,80.9509
397.60,80.9430
397.80,80.9617
398.00,81.0110
398.20,81.0328
398.40,81.1312
398.60,81.1902
398.80,81.0931
399.00,81.1998
399.20,81.3310
399.40,81.3865
399.60,81.3637
399.80,81.4363
400.00,81.4465
400.20,81.4512
400.40,81.5467
400.60,81.6135
400.80,81.5934
401.00,81.6137
401.20,81.6895
401.40,81.7043
401.60,81.7344
401.80,81.6606
402.00,81.6860
402.20,81.7298
402.40,81.7725
402.60,81.8467
402.80,81.8819
403.00,81.8660
403.20,81.9558
403.40,81.9213
403.60,81.9177
403.80,81.9040
404.00,81.9331
404.20,81.9046
404.40,81.9112
404.60,81.9343
404.80,81.9463
405.00,81.9063
405.20,81.8927
405.40,81.8398
405.60,81.9019
405.80,81.9849
406.00,81.9709
406.20,81.9472
406.40,81.9440
406.60,81.9731
406.80,81.9649
407.00,81.8943
407.20,81.9344
407.40,81.8912
407.60,81.8880
407.80,81.9151
408.00,81.8872
408.20,81.8327
408.40,81.9561
408.60,81.8695
408.80,81.8147
409.00,81.9420
409.20,81.9552
409.40,81.8688
409.60,81.8504
409.80,81.9003
410.00,81.9100
410.20,81.8973
410.40,81.8292
410.60,81.8280
410.80,81.7396
411.00,81.7551
411.20,81.8179
411.40,81.8133
411.60,81.7634
411.80,81.8055
412.00,81.7639
412.20,81.8251
412.40,81.8516
412.60,81.7929
412.80,81.8093
413.00,81.8119
413.20,81.8195
413.40,81.7988
413.60,81.8285
413.80,81.8401
414.00,81.7971
414.20,81.8171
414.40,81.8837
414.60,81.8839
414.80,81.8371
415.00,81.8225
415.20,81.8780
415.40,81.8962
415.60,81.8756
415.80,81.8572
416.00,81.8900
416.20,81.8729
416.40,81.9683
416.60,81.9209
416.80,81.9037
417.00,81.9955
417.20,81.9912
417.40,81.9477
417.60,81.9291
417.80,81.9954
418.00,81.9789
418.20,82.1211
418.40,82.1297
418.60,82.0628
418.80,82.0759
419.00,82.1240
419.20,82.1034
419.40,82.1234
419.60,82.1404
419.80,82.2432
420.00,82.1956
420.20,82.1919
420.40,82.2690
420.60,82.2808
420.80,82.2809
421.00,82.2917
421.20,82.3744
421.40,82.4221
421.60,82.4210
421.80,82.4228
422.00,82.4756
422.20,82.4807
422.40,82.4697
422.60,82.5228
422.80,82.5743
423.00,82.6354
423.20,82.6139
423.40,82.6965
423.60,82.6613
423.80,82.7123
424.00,82.7809
424.20,82.8592
424.40,82.8124
424.60,82.8787
424.80,82.8947
425.00,82.9265
425.20,82.9631
425.40,82.9742
425.60,82.9590
425.80,82.9873
426.00,83.0782
426.20,83.0531
426.40,83.1707
426.60,83.1346
426.80,83.1339
427.00,83.2056
427.20,83.2863
427.40,83.2105
427.60,83.2704
427.80,83.3312
428.00,83.3417
428.20,83.3418
428.40,83.4351
428.60,83.4524
428.80,83.4120
429.00,83.3847
429.20,83.5226
429.40,83.4578
429.60,83.5750
429.80,83.5686
430.00,83.6040
430.20,83.6485
430.40,83.6580
430.60,83.6074
430.80,83.6200
431.00,83.7044
431.20,83.7571
431.40,83.6442
431.60,83.6996
431.80,83.6684
432.00,83.8549
432.20,83.7385
432.40,83.7852
432.60,83.7843
432.80,83.8235
433.00,83.7059
433.20,83.8018
433.40,83.7741
433.60,83.7824
433.80,83.7378
434.00,83.7321
434.20,83.8780
434.40,83.8467
434.60,83.7866
434.80,83.9382
435.00,83.8005
435.20,83.7608
435.40,83.8802
435.60,83.8030
435.80,83.8721
436.00,83.7508
436.20,83.8162
436.40,83.7720
436.60,83.8184
436.80,83.8632
437.00,83.7830
437.20,83.7968
437.40,83.8835
437.60,83.7883
437.80,83.7290
438.00,83.7249
438.20,83.7080
438.40,83.7166
438.60,83.7294
438.80,83.7772
439.00,83.7179
439.20,83.6893
439.40,83.7164
439.60,83.7078
439.80,83.7450
440.00,83.5887
440.20,83.5851
440.40,83.6437
440.60,83.6135
440.80,83.5190
441.00,83.5900
441.20,83.4515
441.40,83.5218
441.60,83.4950
441.80,83.4918
442.00,83.5056
442.20,83.3682
442.40,83.4829
442.60,83.4332
442.80,83.4389
443.00,83.5115
443.20,83.3775
443.40,83.3028
443.60,83.4357
443.80,83.3937
444.00,83.3161
444.20,83.3767
444.40,83.3107
444.60,83.2870
444.80,83.3184
445.00,83.2071
445.20,83.2682
445.40,83.2360
445.60,83.2193
445.80,83.1567
446.00,83.2504
446.20,83.3076
446.40,83.1536
446.60,83.1310
446.80,83.1372
447.00,83.1016
447.20,83.0950
447.40,83.1165
447.60,83.0578
447.80,83.0554
448.00,83.0757
448.20,82.9921
448.40,83.0108
448.60,82.9530
448.80,82.9599
449.00,82.9572
449.20,82.9285
449.40,82.8470
449.60,82.7993
449.80,82.8208
450.00,82.7306
450.20,82.8004
450.40,82.6721
450.60,82.6687
450.80,82.7240
451.00,82.6766
451.20,82.7583
451.40,82.6445
451.60,82.6069
451.80,82.6911
452.00,82.6545
452.20,82.5385
452.40,82.6083
452.60,82.6172
452.80,82.5577
453.00,82.5841
453.20,82.5934
453.40,82.5583
453.60,82.6237
453.80,82.6059
454.00,82.4820
454.20,82.5684
454.40,82.5012
454.60,82.4872
454.80,82.5083
455.00,82.4299
455.20,82.4463
455.40,82.4204
455.60,82.4909
455.80,82.4760
456.00,82.4067
456.20,82.3388
456.40,82.3228
456.60,82.3758
456.80,82.4108
457.00,82.3972
457.20,82.4267
457.40,82.2457
457.60,82.4156
457.80,82.4105
458.00,82.3039
458.20,82.2949
458.40,82.3305
458.60,82.3092
458.80,82.3659
459.00,82.3450
459.20,82.3741
459.40,82.3728
459.60,82.3981
459.80,82.3861
460.00,82.4314
460.20,82.4622
460.40,82.4074
460.60,82.4667
460.80,82.4857
461.00,82.4504
461.20,82.4686
461.40,82.5882
461.60,82.4578
461.80,82.5310
462.00,82.5893
462.20,82.5739
462.40,82.5779
462.60,82.6097
462.80,82.7816
463.00,82.5374
463.20,82.6516
463.40,82.6072
463.60,82.6658
463.80,82.6406
464.00,82.6715
464.20,82.6797
464.40,82.8304
464.60,82.7761
464.80,82.8565
465.00,82.8379
465.20,82.8013
465.40,82.8431
465.60,82.9797
465.80,82.9846
466.00,82.9419
466.20,83.0659
466.40,83.1170
466.60,83.0771
466.80,83.1160
467.00,83.1786
467.20,83.1228
467.40,83.2285
467.60,83.3032
467.80,83.2419
468.00,83.3507
468.20,83.3553
468.40,83.3484
468.60,83.3850
468.80,83.5059
469.00,83.4686
469.20,83.6342
469.40,83.7181
469.60,83.5620
469.80,83.7020
470.00,83.8874
470.20,83.7211
470.40,83.8682
470.60,83.8894
470.80,83.8853
471.00,83.9054
471.20,83.9995
471.40,84.0154
471.60,84.0299
471.80,84.1321
472.00,84.0477
472.20,84.0772
472.40,84.2827
472.60,84.3123
472.80,84.1873
473.00,84.3134
473.20,84.3837
473.40,84.3029
473.60,84.4907
473.80,84.4855
474.00,84.3828
474.20,84.5151
474.40,84.6785
474.60,84.4510
474.80,84.6190
475.00,84.6579
475.20,84.5181
475.40,84.6450
475.60,84.7276
475.80,84.6861
476.00,84.6480
476.20,84.8273
476.40,84.7936
476.60,84.6965
476.80,84.9037
477.00,84.8797
477.20,84.7718
477.40,84.8782
477.60,84.9257
477.80,84.8884
478.00,85.0125
478.20,85.0607
478.40,84.9421
478.60,84.9880
478.80,85.0669
479.00,85.0165
479.20,85.0097
479.40,85.0862
479.60,84.9988
479.80,84.9833
480.00,85.1020
480.20,85.1168
480.40,85.1018
480.60,85.0807
480.80,85.1787
481.00,85.1015
481.20,85.0826
481.40,85.1768
481.60,85.0266
481.80,85.0848
482.00,85.1827
482.20,85.1602
482.40,85.0681
482.60,85.1456
482.80,85.2407
483.00,85.1260
483.20,85.1400
483.40,85.2710
483.60,85.2870
483.80,85.2291
484.00,85.3647
484.20,85.3338
484.40,85.2360
