Batch,scan004_Borosilicate_EPA_vial_%T_190_to_800.sre
EV300,140607
Data Mode,%T  None
Sample,Borosil_%T_190-800_after_ZB
Cycle,Cycle01
Date Collected,7/27/2016
Time Collected,2:49:00PM
Entries,Data Points
nm,%T
792.20,100.3292
792.40,100.0476
792.60,100.3853
792.80,100.1665
793.00,100.4020
793.20,100.5543
793.40,100.4419
793.60,100.3699
793.80,100.3049
794.00,100.5127
794.20,100.2341
794.40,100.5661
794.60,99.5231
794.80,100.1210
795.00,100.1544
795.20,99.9954
795.40,100.2650
795.60,100.3490
795.80,100.1958
796.00,100.0737
796.20,100.2637
796.40,99.9744
796.60,99.9173
796.80,100.3621
797.00,101.2086
797.20,100.7225
797.40,100.8613
797.60,99.5260
797.80,100.5047
798.00,100.4563
798.20,100.1484
798.40,100.4626
798.60,101.1907
798.80,100.2297
799.00,100.2831
799.20,100.9191
799.40,100.5056
799.60,100.9831
799.80,100.7483
800.00,100.0311
