"","Wavelength_nm","Kd_per_meter","Kd_per_meter.sd","Kd_per_meter_fitted"
"699.291626",699.291626,0.59608800837181,0.160598918228525,NA
"699.615784",699.615784,0.606258455655736,0.170431506792285,NA
"699.940002",699.940002,0.612107811253096,0.187877676192277,NA
"700.26416",700.26416,NA,NA,NA
"700.588135",700.588135,NA,NA,NA
"700.91217",700.91217,NA,NA,NA
"701.236145",701.236145,NA,NA,NA
"701.559998",701.559998,NA,NA,NA
"701.883911",701.883911,NA,NA,NA
"702.207764",702.207764,NA,NA,NA
"702.531494",702.531494,NA,NA,NA
"702.855225",702.855225,NA,NA,NA
"703.178833",703.178833,NA,NA,NA
"703.502502",703.502502,NA,NA,NA
"703.82605",703.82605,NA,NA,NA
"704.149536",704.149536,NA,NA,NA
"704.473083",704.473083,NA,NA,NA
"704.796448",704.796448,NA,NA,NA
"705.119751",705.119751,NA,NA,NA
"705.443115",705.443115,NA,NA,NA
"705.766357",705.766357,NA,NA,NA
"706.089539",706.089539,NA,NA,NA
"706.41272",706.41272,NA,NA,NA
"706.73584",706.73584,NA,NA,NA
"707.05896",707.05896,NA,NA,NA
"707.381897",707.381897,NA,NA,NA
"707.704834",707.704834,NA,NA,NA
"708.027771",708.027771,NA,NA,NA
"708.350647",708.350647,NA,NA,NA
"708.673401",708.673401,NA,NA,NA
"708.996216",708.996216,NA,NA,NA
"709.318848",709.318848,NA,NA,NA
"709.641602",709.641602,NA,NA,NA
"709.964172",709.964172,NA,NA,NA
"710.286621",710.286621,NA,NA,NA
"710.609192",710.609192,NA,NA,NA
"710.931641",710.931641,NA,NA,NA
"711.254028",711.254028,NA,NA,NA
"711.576416",711.576416,NA,NA,NA
"711.898682",711.898682,NA,NA,NA
"712.220947",712.220947,NA,NA,NA
"712.543152",712.543152,NA,NA,NA
"712.865234",712.865234,NA,NA,NA
"713.187378",713.187378,NA,NA,NA
"713.509399",713.509399,NA,NA,NA
"713.831421",713.831421,NA,NA,NA
"714.15332",714.15332,NA,NA,NA
"714.47522",714.47522,NA,NA,NA
"714.797119",714.797119,NA,NA,NA
"715.118835",715.118835,NA,NA,NA
"715.440552",715.440552,NA,NA,NA
"715.762329",715.762329,NA,NA,NA
"716.083923",716.083923,NA,NA,NA
"716.405518",716.405518,NA,NA,NA
"716.727051",716.727051,NA,NA,NA
"717.048523",717.048523,NA,NA,NA
"717.369995",717.369995,NA,NA,NA
"717.691345",717.691345,NA,NA,NA
"718.012634",718.012634,NA,NA,NA
"718.333923",718.333923,NA,NA,NA
"718.655151",718.655151,NA,NA,NA
"718.976318",718.976318,NA,NA,NA
"719.297485",719.297485,NA,NA,NA
"719.61853",719.61853,NA,NA,NA
"719.939575",719.939575,NA,NA,NA
"720.260559",720.260559,NA,NA,NA
"720.581421",720.581421,NA,NA,NA
"720.902344",720.902344,NA,NA,NA
"721.223145",721.223145,NA,NA,NA
"721.543884",721.543884,NA,NA,NA
"721.864624",721.864624,NA,NA,NA
"722.185242",722.185242,NA,NA,NA
"722.50592",722.50592,NA,NA,NA
"722.826477",722.826477,NA,NA,NA
"723.146912",723.146912,NA,NA,NA
"723.467468",723.467468,NA,NA,NA
"723.787842",723.787842,NA,NA,NA
"724.108154",724.108154,NA,NA,NA
"724.428528",724.428528,NA,NA,NA
"724.748718",724.748718,NA,NA,NA
"725.069031",725.069031,NA,NA,NA
"725.389099",725.389099,NA,NA,NA
"725.709229",725.709229,NA,NA,NA
"726.029236",726.029236,NA,NA,NA
"726.349243",726.349243,NA,NA,NA
"726.669189",726.669189,NA,NA,NA
"726.989075",726.989075,NA,NA,NA
"727.308899",727.308899,NA,NA,NA
"727.628723",727.628723,NA,NA,NA
"727.948425",727.948425,NA,NA,NA
"728.268066",728.268066,NA,NA,NA
"728.587769",728.587769,NA,NA,NA
"728.907349",728.907349,NA,NA,NA
"729.226807",729.226807,NA,NA,NA
"729.546326",729.546326,NA,NA,NA
"729.865784",729.865784,NA,NA,NA
"730.185181",730.185181,NA,NA,NA
"730.504456",730.504456,NA,NA,NA
"730.82373",730.82373,NA,NA,NA
"731.143005",731.143005,NA,NA,NA
"731.462097",731.462097,NA,NA,NA
"731.781189",731.781189,NA,NA,NA
"732.100342",732.100342,NA,NA,NA
"732.419312",732.419312,NA,NA,NA
"732.73822",732.73822,NA,NA,NA
"733.05719",733.05719,NA,NA,NA
"733.376038",733.376038,NA,NA,NA
"733.694824",733.694824,NA,NA,NA
"734.013611",734.013611,NA,NA,NA
"734.332275",734.332275,NA,NA,NA
"734.651001",734.651001,NA,NA,NA
"734.969604",734.969604,NA,NA,NA
"735.288086",735.288086,NA,NA,NA
"735.606628",735.606628,NA,NA,NA
"735.925049",735.925049,NA,NA,NA
"736.243469",736.243469,NA,NA,NA
"736.561768",736.561768,NA,NA,NA
"736.880005",736.880005,NA,NA,NA
"737.198303",737.198303,NA,NA,NA
"737.516418",737.516418,NA,NA,NA
"737.834534",737.834534,NA,NA,NA
"738.152649",738.152649,NA,NA,NA
"738.470642",738.470642,NA,NA,NA
"738.788696",738.788696,NA,NA,NA
"739.106567",739.106567,NA,NA,NA
"739.424438",739.424438,NA,NA,NA
"739.74231",739.74231,NA,NA,NA
"740.060059",740.060059,NA,NA,NA
"740.377686",740.377686,NA,NA,NA
"740.695435",740.695435,NA,NA,NA
"741.012939",741.012939,NA,NA,NA
"741.330566",741.330566,NA,NA,NA
"741.648071",741.648071,NA,NA,NA
"741.965454",741.965454,NA,NA,NA
"742.282898",742.282898,NA,NA,NA
"742.60022",742.60022,NA,NA,NA
"742.91748",742.91748,NA,NA,NA
"743.234802",743.234802,NA,NA,NA
"743.551941",743.551941,NA,NA,NA
"743.869141",743.869141,NA,NA,NA
"744.186218",744.186218,NA,NA,NA
"744.503174",744.503174,NA,NA,NA
"744.82019",744.82019,NA,NA,NA
"745.137146",745.137146,NA,NA,NA
"745.453918",745.453918,NA,NA,NA
"745.770813",745.770813,NA,NA,NA
"746.087585",746.087585,NA,NA,NA
"746.404297",746.404297,NA,NA,NA
"746.720947",746.720947,NA,NA,NA
"747.037537",747.037537,NA,NA,NA
"747.354126",747.354126,NA,NA,NA
"747.670593",747.670593,NA,NA,NA
"747.987061",747.987061,NA,NA,NA
"748.303467",748.303467,NA,NA,NA
"748.619812",748.619812,NA,NA,NA
"748.936096",748.936096,NA,NA,NA
"749.25238",749.25238,NA,NA,NA
"749.568481",749.568481,NA,NA,NA
"749.884705",749.884705,NA,NA,NA
"750.200745",750.200745,NA,NA,NA
"750.516724",750.516724,NA,NA,NA
"750.832764",750.832764,NA,NA,NA
"751.148682",751.148682,NA,NA,NA
"751.4646",751.4646,NA,NA,NA
"751.780396",751.780396,NA,NA,NA
"752.09613",752.09613,NA,NA,NA
"752.411865",752.411865,NA,NA,NA
"752.727478",752.727478,NA,NA,NA
"753.043091",753.043091,NA,NA,NA
"753.358643",753.358643,NA,NA,NA
"753.674194",753.674194,NA,NA,NA
"753.989624",753.989624,NA,NA,NA
"754.304993",754.304993,NA,NA,NA
"754.6203",754.6203,NA,NA,NA
"754.935608",754.935608,NA,NA,NA
"755.250854",755.250854,NA,NA,NA
"755.56604",755.56604,NA,NA,NA
"755.881226",755.881226,NA,NA,NA
"756.196228",756.196228,NA,NA,NA
"756.511292",756.511292,NA,NA,NA
"756.826233",756.826233,NA,NA,NA
"757.141113",757.141113,NA,NA,NA
"757.456055",757.456055,NA,NA,NA
"757.770813",757.770813,NA,NA,NA
"758.085571",758.085571,NA,NA,NA
"758.400269",758.400269,NA,NA,NA
"758.714905",758.714905,NA,NA,NA
"759.029541",759.029541,NA,NA,NA
"759.344055",759.344055,NA,NA,NA
"759.658569",759.658569,NA,NA,NA
"759.973022",759.973022,NA,NA,NA
"760.287354",760.287354,NA,NA,NA
"760.601685",760.601685,NA,NA,NA
"760.916016",760.916016,NA,NA,NA
"761.230225",761.230225,NA,NA,NA
"761.544373",761.544373,NA,NA,NA
"761.858459",761.858459,NA,NA,NA
"762.172485",762.172485,NA,NA,NA
"762.486572",762.486572,NA,NA,NA
"762.800537",762.800537,NA,NA,NA
"763.11438",763.11438,NA,NA,NA
"763.428284",763.428284,NA,NA,NA
"763.742065",763.742065,NA,NA,NA
"764.055786",764.055786,NA,NA,NA
"764.369507",764.369507,NA,NA,NA
"764.683167",764.683167,NA,NA,NA
"764.996765",764.996765,NA,NA,NA
"765.310242",765.310242,NA,NA,NA
"765.623657",765.623657,NA,NA,NA
"765.937134",765.937134,NA,NA,NA
"766.250488",766.250488,NA,NA,NA
"766.563782",766.563782,NA,NA,NA
"766.877075",766.877075,NA,NA,NA
"767.190247",767.190247,NA,NA,NA
"767.503418",767.503418,NA,NA,NA
"767.816528",767.816528,NA,NA,NA
"768.129578",768.129578,NA,NA,NA
"768.442627",768.442627,NA,NA,NA
"768.755493",768.755493,NA,NA,NA
"769.068359",769.068359,NA,NA,NA
"769.381226",769.381226,NA,NA,NA
"769.69397",769.69397,NA,NA,NA
"770.006775",770.006775,NA,NA,NA
"770.319397",770.319397,NA,NA,NA
"770.631958",770.631958,NA,NA,NA
"770.94458",770.94458,NA,NA,NA
"771.257019",771.257019,NA,NA,NA
"771.569519",771.569519,NA,NA,NA
"771.881958",771.881958,NA,NA,NA
"772.194214",772.194214,NA,NA,NA
"772.506531",772.506531,NA,NA,NA
"772.818787",772.818787,NA,NA,NA
"773.13092",773.13092,NA,NA,NA
"773.443115",773.443115,NA,NA,NA
"773.755127",773.755127,NA,NA,NA
"774.067139",774.067139,NA,NA,NA
"774.37915",774.37915,NA,NA,NA
"774.69104",774.69104,NA,NA,NA
"775.00293",775.00293,NA,NA,NA
"775.314697",775.314697,NA,NA,NA
"775.626465",775.626465,NA,NA,NA
"775.938171",775.938171,NA,NA,NA
"776.249817",776.249817,NA,NA,NA
"776.561401",776.561401,NA,NA,NA
"776.872925",776.872925,NA,NA,NA
"777.184387",777.184387,NA,NA,NA
"777.49585",777.49585,NA,NA,NA
"777.80719",777.80719,NA,NA,NA
"778.118469",778.118469,NA,NA,NA
"778.42981",778.42981,NA,NA,NA
"778.740967",778.740967,NA,NA,NA
"779.052124",779.052124,NA,NA,NA
"779.363281",779.363281,NA,NA,NA
"779.674255",779.674255,NA,NA,NA
"779.985291",779.985291,NA,NA,NA
"780.296204",780.296204,NA,NA,NA
"780.607056",780.607056,NA,NA,NA
"780.917969",780.917969,NA,NA,NA
"781.228699",781.228699,NA,NA,NA
"781.539368",781.539368,NA,NA,NA
"781.850098",781.850098,NA,NA,NA
"782.160645",782.160645,NA,NA,NA
"782.471252",782.471252,NA,NA,NA
"782.781677",782.781677,NA,NA,NA
"783.092163",783.092163,NA,NA,NA
"783.402588",783.402588,NA,NA,NA
"783.712891",783.712891,NA,NA,NA
"784.023132",784.023132,NA,NA,NA
"784.333374",784.333374,NA,NA,NA
"784.643555",784.643555,NA,NA,NA
"784.953735",784.953735,NA,NA,NA
"785.263733",785.263733,NA,NA,NA
"785.57373",785.57373,NA,NA,NA
"785.883728",785.883728,NA,NA,NA
"786.193604",786.193604,NA,NA,NA
"786.503418",786.503418,NA,NA,NA
"786.813232",786.813232,NA,NA,NA
"787.122986",787.122986,NA,NA,NA
"787.432617",787.432617,NA,NA,NA
"787.74231",787.74231,NA,NA,NA
"788.051819",788.051819,NA,NA,NA
"788.361389",788.361389,NA,NA,NA
"788.670837",788.670837,NA,NA,NA
"788.980164",788.980164,NA,NA,NA
"789.289551",789.289551,NA,NA,NA
"789.598877",789.598877,NA,NA,NA
"789.908081",789.908081,NA,NA,NA
"790.217285",790.217285,NA,NA,NA
"790.526367",790.526367,NA,NA,NA
"790.83551",790.83551,NA,NA,NA
"791.144531",791.144531,NA,NA,NA
"791.453491",791.453491,NA,NA,NA
"791.76239",791.76239,NA,NA,NA
"792.071289",792.071289,NA,NA,NA
"792.380005",792.380005,NA,NA,NA
"792.688782",792.688782,NA,NA,NA
"792.997498",792.997498,NA,NA,NA
"793.306091",793.306091,NA,NA,NA
"793.614685",793.614685,NA,NA,NA
"793.923218",793.923218,NA,NA,NA
"794.231689",794.231689,NA,NA,NA
"794.5401",794.5401,NA,NA,NA
"794.848389",794.848389,NA,NA,NA
"795.156738",795.156738,NA,NA,NA
"795.465027",795.465027,NA,NA,NA
"795.773254",795.773254,NA,NA,NA
"796.08136",796.08136,NA,NA,NA
"796.389404",796.389404,NA,NA,NA
"796.69751",796.69751,NA,NA,NA
"797.005432",797.005432,NA,NA,NA
"797.313293",797.313293,NA,NA,NA
"797.621216",797.621216,NA,NA,NA
"797.929016",797.929016,NA,NA,NA
"798.236755",798.236755,NA,NA,NA
"798.544495",798.544495,NA,NA,NA
"798.852051",798.852051,NA,NA,NA
"799.159668",799.159668,NA,NA,NA
"799.467224",799.467224,NA,NA,NA
"799.774597",799.774597,NA,NA,NA
"800.082153",800.082153,NA,NA,NA
"800.389404",800.389404,NA,NA,NA
"800.696838",800.696838,NA,NA,NA
"801.003967",801.003967,NA,NA,NA
"801.311218",801.311218,NA,NA,NA
"801.618347",801.618347,NA,NA,NA
"801.925415",801.925415,NA,NA,NA
"802.232483",802.232483,NA,NA,NA
"802.539429",802.539429,NA,NA,NA
"802.846313",802.846313,NA,NA,NA
"803.153198",803.153198,NA,NA,NA
"803.460022",803.460022,NA,NA,NA
"803.766785",803.766785,NA,NA,NA
"804.073486",804.073486,NA,NA,NA
"804.380127",804.380127,NA,NA,NA
"804.686646",804.686646,NA,NA,NA
"804.993225",804.993225,NA,NA,NA
"805.299622",805.299622,NA,NA,NA
"805.60614",805.60614,NA,NA,NA
"805.912476",805.912476,NA,NA,NA
"806.21875",806.21875,NA,NA,NA
"806.525085",806.525085,NA,NA,NA
"806.831177",806.831177,NA,NA,NA
"807.137329",807.137329,NA,NA,NA
"807.443481",807.443481,NA,NA,NA
"807.749451",807.749451,NA,NA,NA
"808.05542",808.05542,NA,NA,NA
"808.361328",808.361328,NA,NA,NA
"808.667175",808.667175,NA,NA,NA
"808.973022",808.973022,NA,NA,NA
"809.278748",809.278748,NA,NA,NA
"809.584412",809.584412,NA,NA,NA
"809.890076",809.890076,NA,NA,NA
"810.195618",810.195618,NA,NA,NA
"810.501221",810.501221,NA,NA,NA
"810.806641",810.806641,NA,NA,NA
"811.112",811.112,NA,NA,NA
"811.417419",811.417419,NA,NA,NA
"811.722656",811.722656,NA,NA,NA
"812.027893",812.027893,NA,NA,NA
"812.33313",812.33313,NA,NA,NA
"812.638184",812.638184,NA,NA,NA
"812.943237",812.943237,NA,NA,NA
"813.248291",813.248291,NA,NA,NA
"813.553284",813.553284,NA,NA,NA
"813.858215",813.858215,NA,NA,NA
"814.163025",814.163025,NA,NA,NA
"814.467773",814.467773,NA,NA,NA
"814.772583",814.772583,NA,NA,NA
"815.077209",815.077209,NA,NA,NA
"815.381836",815.381836,NA,NA,NA
"815.686401",815.686401,NA,NA,NA
"815.990906",815.990906,NA,NA,NA
"816.295349",816.295349,NA,NA,NA
"816.599792",816.599792,NA,NA,NA
"816.904053",816.904053,NA,NA,NA
"817.208374",817.208374,NA,NA,NA
"817.512634",817.512634,NA,NA,NA
"817.816772",817.816772,NA,NA,NA
"818.120972",818.120972,NA,NA,NA
"818.424927",818.424927,NA,NA,NA
"818.729004",818.729004,NA,NA,NA
"819.032898",819.032898,NA,NA,NA
"819.336792",819.336792,NA,NA,NA
"819.640686",819.640686,NA,NA,NA
"819.944397",819.944397,NA,NA,NA
"820.248108",820.248108,NA,NA,NA
"820.551819",820.551819,NA,NA,NA
"820.855408",820.855408,NA,NA,NA
"821.158997",821.158997,NA,NA,NA
"821.462463",821.462463,NA,NA,NA
"821.765869",821.765869,NA,NA,NA
"822.069275",822.069275,NA,NA,NA
"822.372559",822.372559,NA,NA,NA
"822.675842",822.675842,NA,NA,NA
"822.979065",822.979065,NA,NA,NA
"823.282166",823.282166,NA,NA,NA
"823.585327",823.585327,NA,NA,NA
"823.888367",823.888367,NA,NA,NA
"824.191284",824.191284,NA,NA,NA
"824.494263",824.494263,NA,NA,NA
"824.797058",824.797058,NA,NA,NA
"825.099915",825.099915,NA,NA,NA
"825.402649",825.402649,NA,NA,NA
"825.705383",825.705383,NA,NA,NA
"826.007996",826.007996,NA,NA,NA
"826.310608",826.310608,NA,NA,NA
"826.613098",826.613098,NA,NA,NA
"826.915588",826.915588,NA,NA,NA
"827.218018",827.218018,NA,NA,NA
"827.520325",827.520325,NA,NA,NA
"827.822693",827.822693,NA,NA,NA
"828.124878",828.124878,NA,NA,NA
"828.427124",828.427124,NA,NA,NA
"828.729187",828.729187,NA,NA,NA
"829.03125",829.03125,NA,NA,NA
"829.333313",829.333313,NA,NA,NA
"829.635193",829.635193,NA,NA,NA
"829.937134",829.937134,NA,NA,NA
"830.239014",830.239014,NA,NA,NA
"830.540771",830.540771,NA,NA,NA
"830.842529",830.842529,NA,NA,NA
"831.144165",831.144165,NA,NA,NA
"831.44574",831.44574,NA,NA,NA
"831.747375",831.747375,NA,NA,NA
"832.048828",832.048828,NA,NA,NA
"832.350281",832.350281,NA,NA,NA
"832.651672",832.651672,NA,NA,NA
"832.952942",832.952942,NA,NA,NA
"833.254272",833.254272,NA,NA,NA
"833.555481",833.555481,NA,NA,NA
"833.856628",833.856628,NA,NA,NA
"834.157715",834.157715,NA,NA,NA
"834.45874",834.45874,NA,NA,NA
"834.759705",834.759705,NA,NA,NA
"835.060669",835.060669,NA,NA,NA
"835.361511",835.361511,NA,NA,NA
"835.662354",835.662354,NA,NA,NA
"835.963074",835.963074,NA,NA,NA
"836.263733",836.263733,NA,NA,NA
"836.564392",836.564392,NA,NA,NA
"836.86499",836.86499,NA,NA,NA
"837.165527",837.165527,NA,NA,NA
"837.466003",837.466003,NA,NA,NA
"837.766418",837.766418,NA,NA,NA
"838.066711",838.066711,NA,NA,NA
"838.367065",838.367065,NA,NA,NA
"838.667236",838.667236,NA,NA,NA
"838.967468",838.967468,NA,NA,NA
"839.267517",839.267517,NA,NA,NA
"839.567627",839.567627,NA,NA,NA
"839.867615",839.867615,NA,NA,NA
"840.167542",840.167542,NA,NA,NA
"840.467407",840.467407,NA,NA,NA
"840.767273",840.767273,NA,NA,NA
"841.067078",841.067078,NA,NA,NA
"841.366821",841.366821,NA,NA,NA
"841.666443",841.666443,NA,NA,NA
"841.966003",841.966003,NA,NA,NA
"842.265625",842.265625,NA,NA,NA
"842.565063",842.565063,NA,NA,NA
"842.864441",842.864441,NA,NA,NA
"843.163879",843.163879,NA,NA,NA
"843.463196",843.463196,NA,NA,NA
"843.762451",843.762451,NA,NA,NA
"844.061646",844.061646,NA,NA,NA
"844.360718",844.360718,NA,NA,NA
"844.659851",844.659851,NA,NA,NA
"844.958862",844.958862,NA,NA,NA
"845.257751",845.257751,NA,NA,NA
"845.556702",845.556702,NA,NA,NA
"845.85553",845.85553,NA,NA,NA
"846.154358",846.154358,NA,NA,NA
"846.453064",846.453064,NA,NA,NA
"846.75177",846.75177,NA,NA,NA
"847.050415",847.050415,NA,NA,NA
"847.348877",847.348877,NA,NA,NA
"847.6474",847.6474,NA,NA,NA
"847.945862",847.945862,NA,NA,NA
"848.244202",848.244202,NA,NA,NA
"848.542603",848.542603,NA,NA,NA
"848.84082",848.84082,NA,NA,NA
"849.138977",849.138977,NA,NA,NA
"849.437195",849.437195,NA,NA,NA
"849.735229",849.735229,NA,NA,NA
"850.033264",850.033264,NA,NA,NA
"850.331299",850.331299,NA,NA,NA
"850.629211",850.629211,NA,NA,NA
"850.927063",850.927063,NA,NA,NA
"851.224854",851.224854,NA,NA,NA
"851.522583",851.522583,NA,NA,NA
"851.820313",851.820313,NA,NA,NA
"852.11792",852.11792,NA,NA,NA
"852.415405",852.415405,NA,NA,NA
"852.712952",852.712952,NA,NA,NA
"853.010437",853.010437,NA,NA,NA
"853.3078",853.3078,NA,NA,NA
"853.605164",853.605164,NA,NA,NA
"853.902405",853.902405,NA,NA,NA
"854.199646",854.199646,NA,NA,NA
"854.496765",854.496765,NA,NA,NA
"854.793823",854.793823,NA,NA,NA
"855.090942",855.090942,NA,NA,NA
"855.387939",855.387939,NA,NA,NA
"855.684814",855.684814,NA,NA,NA
"855.981689",855.981689,NA,NA,NA
"856.278442",856.278442,NA,NA,NA
"856.575317",856.575317,NA,NA,NA
"856.871887",856.871887,NA,NA,NA
"857.168518",857.168518,NA,NA,NA
"857.465149",857.465149,NA,NA,NA
"857.761658",857.761658,NA,NA,NA
"858.058105",858.058105,NA,NA,NA
"858.354492",858.354492,NA,NA,NA
"858.650818",858.650818,NA,NA,NA
"858.947144",858.947144,NA,NA,NA
"859.243286",859.243286,NA,NA,NA
"859.539429",859.539429,NA,NA,NA
"859.835571",859.835571,NA,NA,NA
"860.131592",860.131592,NA,NA,NA
"860.427612",860.427612,NA,NA,NA
"860.723511",860.723511,NA,NA,NA
"861.019348",861.019348,NA,NA,NA
"861.315247",861.315247,NA,NA,NA
"861.610962",861.610962,NA,NA,NA
"861.906616",861.906616,NA,NA,NA
"862.202271",862.202271,NA,NA,NA
"862.497803",862.497803,NA,NA,NA
"862.793396",862.793396,NA,NA,NA
"863.088806",863.088806,NA,NA,NA
"863.384155",863.384155,NA,NA,NA
"863.679504",863.679504,NA,NA,NA
"863.974792",863.974792,NA,NA,NA
"864.269958",864.269958,NA,NA,NA
"864.565186",864.565186,NA,NA,NA
"864.860229",864.860229,NA,NA,NA
"865.155273",865.155273,NA,NA,NA
"865.450317",865.450317,NA,NA,NA
"865.745178",865.745178,NA,NA,NA
"866.0401",866.0401,NA,NA,NA
"866.3349",866.3349,NA,NA,NA
"866.629639",866.629639,NA,NA,NA
"866.924316",866.924316,NA,NA,NA
"867.218933",867.218933,NA,NA,NA
"867.513428",867.513428,NA,NA,NA
"867.808044",867.808044,NA,NA,NA
"868.102417",868.102417,NA,NA,NA
"868.396851",868.396851,NA,NA,NA
"868.691162",868.691162,NA,NA,NA
"868.985413",868.985413,NA,NA,NA
"869.279663",869.279663,NA,NA,NA
"869.57373",869.57373,NA,NA,NA
"869.867798",869.867798,NA,NA,NA
"870.161926",870.161926,NA,NA,NA
"870.455872",870.455872,NA,NA,NA
"870.749817",870.749817,NA,NA,NA
"871.04364",871.04364,NA,NA,NA
"871.337463",871.337463,NA,NA,NA
"871.631165",871.631165,NA,NA,NA
"871.924805",871.924805,NA,NA,NA
"872.218445",872.218445,NA,NA,NA
"872.512024",872.512024,NA,NA,NA
"872.805481",872.805481,NA,NA,NA
"873.098999",873.098999,NA,NA,NA
"873.392334",873.392334,NA,NA,NA
"873.685608",873.685608,NA,NA,NA
"873.978882",873.978882,NA,NA,NA
"874.272095",874.272095,NA,NA,NA
"874.565186",874.565186,NA,NA,NA
"874.858337",874.858337,NA,NA,NA
"875.151367",875.151367,NA,NA,NA
"875.444336",875.444336,NA,NA,NA
"875.737183",875.737183,NA,NA,NA
"876.029968",876.029968,NA,NA,NA
"876.322815",876.322815,NA,NA,NA
"876.615479",876.615479,NA,NA,NA
"876.908142",876.908142,NA,NA,NA
"877.200806",877.200806,NA,NA,NA
"877.493347",877.493347,NA,NA,NA
"877.785828",877.785828,NA,NA,NA
"878.078247",878.078247,NA,NA,NA
"878.370544",878.370544,NA,NA,NA
"878.662964",878.662964,NA,NA,NA
"878.955139",878.955139,NA,NA,NA
"879.247314",879.247314,NA,NA,NA
"879.539429",879.539429,NA,NA,NA
"879.831543",879.831543,NA,NA,NA
"880.123535",880.123535,NA,NA,NA
"880.415405",880.415405,NA,NA,NA
"880.707336",880.707336,NA,NA,NA
"880.999207",880.999207,NA,NA,NA
"881.290894",881.290894,NA,NA,NA
"881.582581",881.582581,NA,NA,NA
"881.874268",881.874268,NA,NA,NA
"882.165833",882.165833,NA,NA,NA
"882.457397",882.457397,NA,NA,NA
"882.74884",882.74884,NA,NA,NA
"883.040222",883.040222,NA,NA,NA
"883.331604",883.331604,NA,NA,NA
"883.622864",883.622864,NA,NA,NA
"883.914001",883.914001,NA,NA,NA
"884.2052",884.2052,NA,NA,NA
"884.496277",884.496277,NA,NA,NA
"884.787415",884.787415,NA,NA,NA
"885.078369",885.078369,NA,NA,NA
"885.369263",885.369263,NA,NA,NA
"885.660156",885.660156,NA,NA,NA
"885.950928",885.950928,NA,NA,NA
"886.241638",886.241638,NA,NA,NA
"886.532349",886.532349,NA,NA,NA
"886.822937",886.822937,NA,NA,NA
"887.113525",887.113525,NA,NA,NA
"887.404053",887.404053,NA,NA,NA
"887.694458",887.694458,NA,NA,NA
"887.984802",887.984802,NA,NA,NA
